,rf,ada,mlp
0,0.0005904966912374962,0.008102997319146302,0.010776175073832545
1,0.002268125601151038,0.005439656120545531,0.007151734193876639
2,0.0021221564948878426,0.006973835475971588,0.010615218886969854
3,0.003957370745879399,0.00409016145439515,0.0113215351356829
4,0.005266885648236758,0.005434531298960047,0.011379191593321392
5,0.0021050388908877686,0.0023456316871881197,0.00828688070148666
6,0.006199816995956261,0.007655907889994506,0.015481707037259793
7,0.0015918816973428853,0.0016275534905055345,0.0025543060098572727
8,0.0005484959375290161,0.0063095930558022505,0.009458510855613913
9,0.0023426029215895135,0.01138991977330559,0.01769588058733598
10,0.0013790262223120592,0.007998257630660892,0.009352659031992025
11,0.004832191660324193,0.009142097967947627,0.0165470486274026
12,0.00405869814992459,0.009781491686293551,0.015788892054795944
13,0.003970518274705779,0.0032461529539932065,0.005386027502063829
14,0.004520255852874332,0.004289945875161715,0.007230504397039873
15,0.005557795536080971,0.006828444235811775,0.012885787975044829
16,0.002795789841379314,0.003546278649312369,0.004398137065572365
17,0.00689925034957585,0.007299135173983255,0.013378600073650751
18,0.0026608259832403025,0.004792441559510393,0.006333721713162752
19,0.0047188530638416154,0.0028573381935559188,0.005995899319404112
20,0.004043742558488295,0.002543205595505615,0.003527801230561093
21,0.004842062592046876,0.0038867367184907565,0.007703792532592268
22,0.004250487261306743,0.0023248071580816787,0.002920969803941199
23,0.0031067307721521086,0.007130129840973505,0.008977606729005579
24,0.0014739778725322427,0.0061485126770841085,0.007328390950359103
25,0.0028327317093530084,0.008021469957018716,0.01208033257320799
26,0.0037089883567715076,0.003358594298603689,0.0058727708638517066
27,0.007278460906842644,0.009327401843390213,0.016674274577466206
28,0.0029720864654364525,0.0045431995395868825,0.006762829747813661
29,0.0018183702363351233,0.008459391732107836,0.0109993088823331
30,0.003609669774288707,0.0052232876333637625,0.008769734823683368
31,0.004078378686131428,0.0026111953044067244,0.005067205043260775
32,0.005117137858863032,0.006325529961200844,0.009830298083631261
33,0.004285448584122858,0.0046337094359316395,0.0025198507991479316
34,0.002648401379914862,0.008484986688953122,0.012540899296414006
35,0.004432594463072311,0.004382855301874255,0.0031139643570836186
36,0.004815789734219775,0.00565621931865742,0.008826772926369488
37,0.004074770606129766,0.002167901291043051,0.004346339352309787
38,0.007531626283256628,0.00918203683902838,0.016783532330379786
39,0.0027504235363135605,0.007143730483879003,0.010335674774716247
40,0.002344895575965599,0.00524443571199121,0.006603010989248145
41,0.004451470330400132,0.003974542996206584,0.0067426867283588475
42,0.00614555571990201,0.0076851106695752305,0.013914191534645308
43,0.007367036009707716,0.009765516616901825,0.016613261243577596
44,0.005425960516215223,0.0025054436184855414,0.005280939806864443
45,0.00478413898422082,0.004214449095020608,0.008220202494886314
46,0.004819464753724663,0.004681668212962608,0.008201514336195533
47,0.005051720955509164,0.0039450533692384476,0.007537303005392644
48,0.004843975884775537,0.003986320132868771,0.007720315329137917
49,0.0073465603041039905,0.009403296453835901,0.016427970366583507
50,0.003713940759578948,0.001698961125108501,0.0034571947618599057
51,0.0033546588114979287,0.0013976770641223439,0.002637991399689461
52,0.005151263491101368,0.007691557572729877,0.014853021384698569
53,0.0041814654971365495,0.004034798540886155,0.006390903949515617
54,0.004150627178445162,0.0016243040234411718,0.003940302368330747
55,0.003904316247917811,0.005071331317252263,0.00881790669921837
56,0.002880246212869488,0.004537583595994418,0.006593161403221572
57,0.0025824072621653195,0.006338857084170471,0.008040428937542934
58,0.007164439899590741,0.009239661055221692,0.01626555706896439
59,0.002649522613855822,0.003879657719050651,0.003450811233793366
60,0.0030918276126462793,0.009438833806204049,0.015163149014613825
61,0.002677585141486299,0.00409009794872752,0.004798041186515822
62,0.003068550342350804,0.004882645886430431,0.004487457295232246
63,0.0034695799178668116,0.009128570232291754,0.015169679067672765
64,0.0031278122317616812,0.005417168024868249,0.0070662136771342185
65,0.003021820031557973,0.0023353423509301805,0.002598850657198147
66,0.004143884445176842,0.0025398526648241888,0.0018811814086504635
67,0.004876442060549733,0.0031285282012675037,0.00591534993910965
68,0.00327304508728283,0.005006421394410393,0.0051112771024239044
69,0.0042230282590145374,0.004038039667860512,0.0032838953672184694
70,0.003998366376672332,0.005458161999022673,0.007358047350822738
71,0.005693592600878509,0.007094616887614118,0.012265585369093127
72,0.004370369125427172,0.002581767860955208,0.002640943103799852
73,0.0069678879185182604,0.007867511701493357,0.014813049629710261
74,0.004437071650889525,0.0036569476179441614,0.004615945940533446
75,0.0057186518649874046,0.006190965343597452,0.010928709583734776
76,0.005493187981252714,0.0036919264681689597,0.008115873437655859
77,0.003518734714870633,0.006139627282224515,0.0059190291682923
78,0.005145981624271022,0.006403591490883983,0.010887832210267958
79,0.0017852011816859806,0.007140802886871724,0.00882566367804007
80,0.004937353944315804,0.003359334515953033,0.006911201951320839
81,0.004819789867579212,0.0024691443049984965,0.00578043068847686
82,0.004425174140213542,0.0034963596123200728,0.006174094367539004
83,0.006615029097610438,0.00855763212166598,0.01471677627729029
84,0.0024258641616845115,0.002997848851717768,0.0032763028828371892
85,0.0041865091162016374,0.0023601158580431013,0.004814944094157173
86,0.002478236100949048,0.007045517115201835,0.006908437631608104
87,0.002592511158672532,0.005208253329382976,0.0050465800694165066
88,0.00476202632599286,0.005417114827934053,0.008522552802511229
89,0.004799137978047712,0.006084602357530472,0.00959615090470229
90,0.002971201491009418,0.003126050333714155,0.005849053896709542
91,0.0017981658056850848,0.008045591168463182,0.011316593299546627
92,0.0044106617588326276,0.008660626748039038,0.0157099378864247
93,0.0025356413539277213,0.006180017297671186,0.008332372025244556
94,0.002772098962037228,0.005205902258318052,0.004673208563244496
95,0.00283431955274641,0.00544081672933278,0.004811826504826025
96,0.003793290688713566,0.003043212003413403,0.0029370979674696192
97,0.003189482708560661,0.004607608574477741,0.006883820308022994
98,0.0028302622177253725,0.004558149536712678,0.006562374574364408
99,0.0030714087089243696,0.006394357376581244,0.010020482993734661
100,0.0029177416475756695,0.006033848557882075,0.008916596425916495
101,0.005184422642684056,0.0016090353945349438,0.0023511689306972817
102,0.0072618810804147066,0.009519912094279043,0.016375432869438114
103,0.004179410045778112,0.005906976384215793,0.007390012386791003
104,0.0029675641024986908,0.0036413631924835355,0.004922318982233383
105,0.00402497780027154,0.004475737854923844,0.002234747137627826
106,0.002150244804785209,0.0026817705537772888,0.0029741053152907014
107,0.004506752571620567,0.00169916783500427,0.004323921554001579
108,0.004366466582255524,0.006973601545286603,0.012484940052247782
109,0.003964691732493063,0.006168713392663463,0.00870141591317544
110,0.0047686976514216125,0.0044171217066612005,0.0042294106425691735
111,0.0053189403012803135,0.007721869077597584,0.014382394135662432
112,0.0038027211322162417,0.0069024895816758225,0.012073450765326501
113,0.005053092610616605,0.004277969723124506,0.008524084582544268
114,0.0029161651897116206,0.0030984059696334424,0.0031943351273608146
115,0.0029114246593146846,0.001447788410787483,0.001867225589826459
116,0.0020776643402965886,0.003974573796416491,0.004500701878565569
117,0.001858275346990324,0.00491815675443516,0.00714192577103828
118,0.0017518007486576727,0.004957975127487863,0.007042461549484558
119,0.004558937638662097,0.006837050722982965,0.013705798629572878
120,0.0009284375272987906,0.008812568648336055,0.013223068965856179
121,0.004180469293535547,0.003160066125333087,0.0034405259593295458
122,0.0013638345286889327,0.0012471660240390566,0.0027116297093057297
123,0.0038189998074273923,0.004114759842402845,0.009978920055696476
124,0.003749487145564961,0.006574322468651926,0.011639520239308126
125,0.0048376282663866,0.016242704016853397,0.013445201381721021
126,0.005135500968759181,0.02665717394858528,0.030669192995608465
127,0.0048376282663866,0.016242704016853397,0.013445201381721021
128,0.12587098819441547,0.14900338921955292,0.2461573800804789
129,0.24466591804592358,0.30551279373767803,0.5861023673707377
130,0.03310173718667972,0.02043464769921361,0.017116357637233237
131,0.03310173718667972,0.02043464769921361,0.017116357637233237
132,0.06145619402601771,0.016576282444383566,0.06690816142343646
133,0.05409462618048969,0.008637984052211013,0.05059572019443357
134,0.03310173718667972,0.02043464769921361,0.017116357637233237
135,0.08943974331521437,0.09799356587659311,0.18825900236480192
136,0.10554680060636172,0.08982713806658865,0.13985630288160666
137,0.10554680060636172,0.08982713806658865,0.13985630288160666
138,0.0048376282663866,0.016242704016853397,0.013445201381721021
