,rf,ada,mlp
0,0.0025680687564943573,0.0073298888398497615,0.004850110366885129
1,0.0007303801091360597,0.002138474447445644,0.0016000873037154031
2,0.0016906453211293277,0.004370146175460175,0.003028311380514647
3,0.0036033895802177005,0.014885629492097261,0.010668228382219909
4,0.0023931171292478535,0.013608956898301768,0.009914814940636313
5,0.004661383789934361,0.01770152760517711,0.012349413890111082
6,0.00011935645078051646,0.0054920558377098885,0.004455720661053586
7,0.0042730353053314464,0.01718799889082217,0.011884722597827599
8,0.0020244658155344772,0.0062624948958517395,0.004320802001131573
9,0.004522697572042219,0.012334976601900161,0.008089796651587733
10,0.0021561425252325382,0.0066428044459134325,0.004463482755450163
11,0.0028226744721568313,0.005869469495970208,0.0038325075330353483
12,0.00376547517885552,0.009948908128557983,0.0065300084867035155
13,0.0036744898456925958,0.012926505066490077,0.008557827629138183
14,0.0037831973604744258,0.01308400735226701,0.008609182584524889
15,0.0012563616200615667,0.007937365321661337,0.005718820242931434
16,0.003978712915251414,0.016560174559040398,0.011425868136468913
17,0.00524121893807467,0.015754780359184758,0.010043560981268889
18,0.0003109162609524965,0.001008246812098462,0.0008941293465793524
19,0.004268491343711925,0.013720763277581968,0.00893967327495271
20,0.001262003102955056,0.0034167557183008104,0.0020285493659854318
21,0.002002834310580573,0.005274862270706612,0.003153061586118155
22,0.001325084920643656,0.003387271821485455,0.0019830540800445805
23,0.0022176066518052955,0.0067856828229548374,0.004628270267558174
24,0.0014397191538596985,0.004385823123407195,0.002974437464857087
25,0.00246976938658057,0.006510281820167464,0.004340725909397939
26,0.001236523411941499,0.00428276215609273,0.002740716396128792
27,0.0026867056414607666,0.009737276392913125,0.006458377635082939
28,0.00024714606120678206,0.0008382814773167356,0.0007334972573662756
29,0.002655218248397567,0.007935182967893377,0.005335383997197082
30,0.0008267354019183767,0.0006593324767485228,6.878082540462403e-05
31,0.0019442956796518914,0.006319730963520083,0.004032999805181256
32,0.004527351259475512,0.015857686312915054,0.010472178341330294
33,0.0004636913010035265,0.0008763772607540816,0.0006647375479478
34,0.0027614696522421664,0.007530165475683936,0.005016453331248721
35,0.0009378274588076974,0.00315359050321103,0.002321506368920494
36,0.004303650322323344,0.015177004429693792,0.010038561521425075
37,0.0020603977189434723,0.006641463285444363,0.004243030677290902
38,0.004029788430996614,0.011334269931596707,0.007012556866571044
39,0.0019374444673808963,0.005109188719081744,0.0034441343350559567
40,0.0006102887130092628,0.0019056269611270236,0.0014451490799011492
41,0.0039190854238968535,0.013419857485276885,0.008825146022499472
42,0.002101808962331422,0.00883903678600139,0.00601876186004261
43,0.003422656500411948,0.012593255551222154,0.00835411116134708
44,0.001980659550821393,0.004579632738346122,0.00275334787028946
45,0.0019710417640481257,0.005407454109202067,0.0032703160973068714
46,0.0035134818295788155,0.011980105147732137,0.007831635149353528
47,0.00398938695365993,0.012817085165684102,0.008302048356072246
48,0.0018743603066909262,0.004506161518324631,0.002610610887726413
49,0.004057149054105116,0.01268329725769794,0.00808877163250708
50,0.0029094310624901056,0.010049040719569052,0.006612151677982511
51,0.003060393099272526,0.010828116344623396,0.007186804438749684
52,0.0013380206031430716,0.0012246915393960634,0.001403064819565653
53,0.004022597171676673,0.014158451885565582,0.00937885565740237
54,0.0032974940604311434,0.01083298755632565,0.007064430009403609
55,0.0009707602704841755,0.0014598683486044149,0.0006413837225315546
56,0.0001860491730907723,0.000901609246591298,0.0007965719445128612
57,0.0014040985215144908,0.004048349743659234,0.002800159212768185
58,0.0028294853537506053,0.010575107038476837,0.007045537577893568
59,0.0010938395433133501,0.003693337305311059,0.0024376380681100833
60,0.0032525711013833454,0.00839499650079427,0.005548901412082615
61,0.0002596731593156779,0.0017281667868069364,0.001244550270839542
62,0.0003525781209749651,0.001521933808400103,0.001198108213079384
63,0.003018918265613803,0.007442610567300554,0.004924480917078128
64,0.0009983072241696552,0.0024782025261073006,0.001735092142332276
65,0.0025644051528049302,0.008317168294554561,0.0054690045908954875
66,0.0011037293168569553,0.0026871106116995755,0.0015301029739819727
67,0.001761322627158874,0.004090174507454954,0.0023768190659997153
68,0.000682190983178395,0.002184856484578,0.0016189098883285966
69,0.0007877071541864996,0.0021265659950777767,0.0015431708195198252
70,0.003983175310932798,0.017187739459185742,0.01188052010657275
71,0.002810129645740316,0.010927846922666578,0.007313396018451218
72,0.001160378251550941,0.0026049205362635593,0.0014530900785324125
73,0.0037613700318352154,0.010340910831876231,0.006352247669958668
74,0.00118294853970311,0.0026020767715402462,0.001627817523968356
75,0.0039046828128350575,0.01264718756437594,0.008160900604282597
76,0.0026965316718732357,0.007184537563871986,0.0043720976775901334
77,0.0015486251442911128,0.005470650133821461,0.0038575827247572525
78,0.0026526848955585854,0.01143588339117315,0.007810673460667304
79,0.0017598102608193842,0.005281148495029441,0.003600650340723549
80,0.00331051052945713,0.010439056568565806,0.006700258054573439
81,0.004106253144534232,0.012980344980766636,0.00842247368901322
82,0.004037490554423013,0.013582654450228894,0.008913652062844304
83,0.002887991529594048,0.011540364866339569,0.00777749662503392
84,0.0012532956379845126,0.0049192928068389034,0.003326861744267061
85,0.003107254810434791,0.010396356113439443,0.0067823855004033595
86,0.0014881558323913064,0.005174854428630864,0.0035716242531352196
87,0.0011533831139463743,0.003494335798877435,0.0022981843777650857
88,0.004296939289595408,0.015045925024447838,0.00993977167984088
89,0.003168412652016853,0.01501796404867726,0.010501215611278385
90,0.0035055879259849095,0.015704474554618434,0.011035221421628985
91,0.0023699237830755184,0.006603150030930436,0.004432571688132996
92,0.0024897740664171523,0.0052252604441832065,0.003542715577511503
93,0.0012618822659889641,0.00335904573831682,0.0023377357407982817
94,0.0008500396669142969,0.0026960019813903587,0.0018094708927904287
95,0.0006527837210125327,0.0024449059434029268,0.0017473487626178162
96,0.000813430206690646,0.00197648809156471,0.001088035489305822
97,0.00046619569453728476,0.00031436722742804804,0.0002606306777255716
98,0.00016633016809673788,0.0009443417390311842,0.0008370134665461965
99,0.0013721058683970212,0.00287076425421091,0.0019651164715943537
100,0.0011997776773655109,0.002663924301558943,0.0018464739117788624
101,0.0017284054995967647,0.003967550733923244,0.0023176124786580803
102,0.003140117174238452,0.011870445155415051,0.0079208655015558
103,0.0044606248275108,0.019448539192587825,0.013502255459121187
104,0.0037045946528052676,0.015584086338119295,0.0107531518034328
105,0.00020710753492741586,0.0007306045343644326,0.0007111243279425137
106,0.004448498795046302,0.018236694239910933,0.012622519545643451
107,0.002502403931553242,0.0076457983301082815,0.004849476795402065
108,0.0016609961336513462,0.0023752698123173195,0.0013694383315113168
109,0.0020342735785142375,0.005606498191139138,0.003773069779459963
110,0.001456589071261784,0.00452592399469103,0.0031992746070377363
111,0.0021766846464762544,0.0034153802940023676,0.0018177636945325194
112,0.0014775116253058081,0.0023082214724032403,0.001589554184482074
113,0.002161425804535391,0.005622774749585591,0.003355070001152017
114,0.0008831915849240682,0.003416184305442263,0.0022553160956077394
115,0.002164516080033117,0.007951168196449821,0.005303306793336908
116,0.0010428889555544724,0.004031090507794533,0.002766572273437597
117,0.0007750087106015951,0.0032701632331621562,0.002415738067139417
118,0.0008509865238808347,0.00340902570915454,0.0024903775934202255
119,0.0010864327846860826,0.004537075846796812,0.00370711199430688
120,0.0031627473095402997,0.008798667987660115,0.00584855680684775
121,0.000944260369799873,0.0018963387209850156,0.001016905018723969
122,0.0044582356239136435,0.017755160378264606,0.012282290657777488
123,0.002608331827526203,0.012576317719933245,0.00910768136327746
124,0.0011854918789921448,0.0014768192135692696,0.001194254628842348
125,0.014541830407568034,0.10215518587709886,0.10730717594591783
126,0.07008141075530083,0.2067826750674085,0.2113201120597679
127,0.13284833683333572,0.2421380291408055,0.17864330145928903
128,0.24105582415540475,0.2991549229396717,0.13732729640012029
