,strain,x,y,z
0,,-3.7452627156047984,-0.59894435324859,2.546484084730949
1,,-1.2245489531824814,0.5708292322176183,1.775559240809577
2,,-2.540255138842976,1.453479273753156,1.436078986070914
3,,-5.153547076748122,-2.0017093414697706,-3.8876474757085937
4,,-2.9698544801118625,-0.4916517853374471,-5.101165688633662
5,,-4.414444686511445,-4.140065831782496,-3.4871714622423395
6,,-2.347201342779615,2.3828141203392086,-3.395938295208692
7,,-1.4270380916534708,-3.7717498143839907,-3.691836193757561
8,,-3.345170955903759,-0.6651767442403599,1.0311199895248728
9,,-6.470719421482113,1.449944271562672,2.3415633989938303
10,,-2.6564183097629854,0.3914865510905665,3.4069600780100298
11,,-3.001986040774008,4.128602212701551,0.3751800042535805
12,,-2.3877791484609823,4.754908545366493,2.3819821279437834
13,,2.0710370179212845,-2.4191292241224978,-1.6374977562000528
14,,2.6224781698656137,-1.8940954000106482,-1.8416418679164785
15,,-0.588573719676898,1.415202457816597,-3.376871499069057
16,,-0.3080421591360529,-2.864127311216021,-4.005758195123711
17,,5.539154222027007,-1.1923356277737154,-1.7013190202508794
18,,-0.6560592784507732,0.4648924541111281,1.5990490253315837
19,,2.91324397250466,-3.4667959345891575,-0.7989319765607311
20,,1.3315667247846465,-0.5110020182215177,1.5445925664527715
21,,2.1732742111168544,0.6248453089545294,0.5883305541869209
22,,1.5094058735666946,-0.7052251162342932,1.832090807209461
23,,-0.7444865648631329,2.412694048126103,3.375024624977937
24,,-2.1649229448865843,-0.6506748324399605,2.257772217243332
25,,-2.1556143839593767,2.83672137313198,2.2066797139036534
26,,0.8631728584659869,0.02816118588444692,0.35975117047292143
27,,1.4881966586462503,2.545784337818668,-3.9411062196190794
28,,-0.3769477222284839,0.6414208584031743,1.1078838561001152
29,,-2.4759657277461016,2.142057431880416,3.2673504616207327
30,,-0.15675841189249007,1.5438445624263932,0.8252415173196529
31,,1.611161901450407,-0.6739018563325688,0.25043892982352906
32,,3.235199446058423,-1.7786199116454304,-3.0445824532593444
33,,0.36067111665080764,-1.4344469180775619,3.634416202482363
34,,-2.467084084087339,2.947528375536134,2.4783471219077287
35,,1.1169546026271366,0.391960765949539,3.655423851248056
36,,2.9233292005520495,-1.8955799703050482,-2.777629774855556
37,,1.6729795362182343,-1.0240677577383122,0.3720172800740328
38,,4.001807219263249,2.421387055426438,-2.357863655378528
39,,-1.558735767350308,2.277981190610766,2.234515616926019
40,,-1.0513065280638978,0.4117203107521275,1.876252300859961
41,,2.659086957499399,-2.2683621088373314,-1.711532025684831
42,,0.8002850956267372,1.7353720266766057,-3.3805511328508553
43,,2.2745931874402125,1.8720555931571257,-4.507428792177355
44,,2.7992796561152242,0.10753092541066206,2.413227212214569
45,,1.9941496480186491,0.7441179132157256,0.22883959648281144
46,,2.7355256565995925,-1.191810688108714,-1.707597419814431
47,,3.3399582467871305,-2.161038547027553,-1.0673568948764762
48,,2.0765338621218334,0.9247167513464112,0.9753103081639084
49,,3.7252203716330565,1.7857138752908845,-3.25530216795792
50,,1.5572955185576083,-2.216260094064034,-0.5413951539826558
51,,1.196973911377813,-2.5857802525008697,-0.7852620927364717
52,,-2.0671826832275575,3.1086871557366105,-1.123352512937006
53,,2.3786293083352787,-2.475790094324157,-2.084558415949077
54,,2.0746287634073055,-2.6641656668595086,-0.34532393251601623
55,,0.25190279671182236,1.548564929540295,0.6627560233101267
56,,-0.4467465344546535,0.5560604659512909,1.1763648444266979
57,,-1.094305587195918,1.4180814201970262,2.589866663776593
58,,1.626352868764549,2.2142642141910884,-4.091104451160356
59,,-0.6258124050770751,-1.534661356713083,1.8130614603147062
