"","matrix.nrow...nrow.hiData..","A.WUHAN.359.1995","A.SYDNEY.5.1997","A.MOSCOW.10.1999","A.FUJIAN.411.2002","A.WISCONSIN.67.2005","A.BRISBANE.10.2007","A.PERTH.16.2009","A.VICTORIA.361.2011","A.SWINE.TEXAS.4199.1.1998","A.SWINE.COLORADO.23619.1999","A.SWINE.MINNESOTA.1146.2006","A.SWINE.IOWA.1700.2007","A.SWINE.MINNESOTA.2782.2009","A.SWINE.ILLINOIS.2970.2009","A.INDIANA.8.2011","A.SWINE.NEWYORK.A01104005.2011","A.SWINE.INDIANA.A00968373.2012","A.SWINE.INDIANA.A01202866.2011","A.SWINE.ILLINOIS.A01201606.2011","A.SWINE.IOWA.A01202613.2011","A.SWINE.IOWA.A01049750.2011","A.SWINE.TEXAS.A01049914.2011","A.SWINE.MICHIGAN.A01432375.2013","A.SWINE.IOWA.A01432500.2013","A.SWINE.MINNESOTA.A01432544.2013","A.SWINE.MINNESOTA.A01280592.2013","A.TURKEY.OHIO.313053.2004","A.SWINE.IOWA.A01480656.2014","A.SWINE.WYOMING.A01444562.2013","A.SWINE.PENNSYLVANIA.A01076777.2010","A.SWINE.MISSOURI.A01410819.2014"
"33","A/SWINE/MINNESOTA/A01300213/2012",NA,NA,NA,9.15200309344505,NA,8.32192809488736,6.18652696877944,6.41503749927884,7.68650052718322,NA,NA,2.49984588708321,2.99933987871606,3.05514155419246,1.58496250072116,0.332707933640606,2.73696559416621,5.91488338636205,3,2.49984588708321,4.25583890442959,4.84615017222832,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","A/SWINE/MINNESOTA/A01327922/2012",NA,NA,NA,9.15200309344505,NA,5.76733924320972,6.18652696877944,5.67807190511264,7.5059282815414,NA,NA,1.99946871844699,2.7714894695006,4.03652587602511,3,0.332707933640606,1.73696559416621,4.4998458870832,2.64010405491362,1.81334535989999,3.3332434081152,4.02798849521413,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","A/SWINE/MICHIGAN/A01432375/2013",NA,NA,NA,NA,NA,NA,NA,7.67807190511264,NA,NA,NA,NA,NA,NA,NA,2.3327079336406,2.73696559416621,0.499845887083206,4.58496250072116,4.4998458870832,3,2.18718709006339,NA,6.67807190511264,9,5.26303440583379,NA,NA,NA,NA,NA
"36","A/SWINE/IOWA/A01432500/2013",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,5.74774543291945,8.32192809488736,6.4998458870832,NA,5.4998458870832,4.67807190511264,4.77214959078454,NA,0,NA,5.41503749927884,NA,NA,NA,NA,NA
"37","A/SWINE/MINNESOTA/A01432544/2013",NA,NA,NA,NA,NA,NA,NA,5.41503749927884,NA,NA,NA,NA,NA,NA,NA,-0.25225456708055,1.32192809488736,3.49984588708321,0,0.762880292916998,2.41503749927884,2.45022149589718,NA,6,0,0,NA,NA,NA,NA,NA
"38","A/SWINE/MINNESOTA/A01280592/2013",NA,NA,NA,NA,NA,NA,NA,6.41503749927884,NA,NA,NA,NA,NA,NA,NA,-0.667292066359394,1,1.49984588708321,1.58496250072116,1.762880292917,-0.169925001442312,1.60222458934223,NA,7,4,0,NA,NA,NA,NA,NA
"39","A/SWINE/MINNESOTA/1146/2006",NA,NA,5.58496250072116,NA,NA,NA,8.18652696877944,NA,6.86547066822854,NA,NA,1.08480838780436,2.62989319111678,1.41503749927884,3.87346759407107,2.14684138832927,3.55109904885487,5.74495838491974,5.73696559416621,1.81334535989999,2.06454025219471,2.22989154101762,NA,4.75207248655641,5.91253715874966,5.59400764032416,NA,4.4654722207946,NA,NA,9.73696559416621
"40","A/SWINE/WYOMING/A01444562/2013",NA,NA,NA,NA,NA,NA,NA,5.91253715874966,NA,NA,NA,NA,NA,NA,NA,-0.25225456708055,3,6.91488338636205,5.73696559416621,3.99734554655402,4.01814734671026,4.18718709006339,NA,2,5.67807190511264,2.58496250072116,NA,NA,NA,NA,NA
"41","A/SWINE/MINNESOTA/A01125993/2012",NA,NA,NA,NA,NA,NA,NA,8.41503749927884,NA,NA,NA,NA,NA,NA,NA,3.3327079336406,4.73696559416621,4.91488338636205,4.65896308216493,3.04041426844591,4.41503749927884,5.18718709006339,NA,3.41503749927884,4,2,NA,NA,NA,NA,NA
"42","A/SWINE/NORTH CAROLINA/A01432566/2013",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,1.74774543291945,5.15200309344505,4.17791779219584,4.58496250072116,7.4998458870832,4.41503749927884,5.84615017222832,NA,2.41503749927884,8.03652587602511,7.58496250072116,NA,NA,NA,NA,NA
"43","A/SWINE/MICHIGAN/A01203498/2012",NA,NA,NA,NA,NA,NA,NA,10.152003093445,NA,NA,NA,NA,NA,NA,NA,2.01077983875324,5.23446525363702,4.91488338636205,4,2.08480838780436,2.67807190511264,4.45022149589718,NA,3.41503749927884,5.67807190511264,3.58496250072116,NA,NA,NA,NA,NA
"44","A/SWINE/NEBRASKA/A01271549/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33270793364061,9.47393118833241,8.49984588708321,NA,9.23681148124941,7.15200309344505,NA,NA,1,NA,8.65896308216493,NA,NA,NA,NA,NA
"45","A/TURKEY/OHIO/313053/2004",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1.01077983875324,3.32192809488736,7.4998458870832,4.58496250072116,2.762880292917,2.41503749927884,1.18718709006339,NA,4.41503749927884,6,4,NA,NA,NA,NA,NA
"46","A/SWINE/NEW YORK/A01104005/2011",NA,NA,6.58496250072116,NA,NA,NA,7.7714894695006,8.46394709975979,4.55996812125429,NA,NA,1.49984588708321,2.41305804087425,3.41503749927884,1.93822380241331,-0.238665502332596,2,4.89696147836479,4,3.4998458870832,1.83007499855769,3.06065468413446,NA,4.83007499855769,4.41503749927884,2,NA,2.9104112057873,NA,NA,NA
"47","A/SWINE/IOWA/A01480656/2014",2.24733877846668,5.20706413785536,7,7.32192809488736,NA,NA,9.92349256294565,NA,NA,NA,NA,2.49984588708321,3.7075551637465,6.15200309344505,3.04270445095424,0.646207406457387,2.15200309344505,4.56910854952032,NA,4.4998458870832,2.83007499855769,3.02798849521413,NA,2.22258028448417,6.67807190511264,2,NA,0,NA,NA,NA
"48","A/SWINE/IOWA/A01432826/2013",NA,NA,7.58496250072116,NA,NA,8,6.18652696877944,5.67807190511264,6.28961037461463,NA,NA,1.762880292917,2.7714894695006,4.41503749927884,1.58496250072116,-0.667292066359394,2.73696559416621,4.91488338636205,3,1.91488338636205,3.67807190511264,3.45022149589718,NA,6,1,0.584962500721156,NA,4.16591193893569,NA,NA,NA
"49","A/SWINE/IOWA/A01290671/2013",5.93663793900257,NA,6.58496250072116,9.15200309344505,8.65896308216493,5.26303440583379,6.18652696877944,5.41503749927884,7.30798890392949,NA,NA,1.08480838780436,1.7714894695006,3.41503749927884,1.58496250072116,-0.667292066359394,2.32192809488736,4.91488338636205,2,2.49984588708321,2.83007499855769,3.45022149589718,NA,4.41503749927884,0.415037499278844,1,NA,3.58094943821453,NA,NA,NA
"50","A/SWINE/ILLINOIS/A01555180/2014",7.08864103244762,NA,7,NA,NA,5.58496250072116,7.18652696877944,6.83007499855769,8.34546360934815,NA,NA,2.49984588708321,3.7714894695006,4.41503749927884,3.58496250072116,1.74774543291945,4.73696559416621,4.17791779219584,4.65896308216493,3.762880292917,4.41503749927884,4.77214959078454,NA,6,3.41503749927884,2.26303440583379,NA,4.16591193893569,NA,NA,NA
"51","A/SWINE/ARKANSAS/A01840240/2014",NA,NA,5.26303440583379,9.15200309344505,NA,4,5.18652696877944,7,7.30798890392949,NA,NA,2.49984588708321,2.18652696877944,3.41503749927884,2,1.01077983875324,4.32192809488736,3.91488338636205,3,1.91488338636205,2.91253715874966,3.77214959078454,NA,5.41503749927884,0.415037499278844,1,NA,3.16591193893569,NA,NA,NA
"52","A/SWINE/ILLINOIS/A0120784/2012",4.93663793900257,7.57384646852698,6.58496250072116,NA,NA,8.58496250072116,7.18652696877944,8.03652587602511,3.27371900184474,NA,NA,0.499845887083206,0.771489469500599,3.41503749927884,1,-0.25225456708055,1.73696559416621,5.4998458870832,4.58496250072116,1.762880292917,2,3.18718709006339,NA,4.41503749927884,4.41503749927884,4.58496250072116,NA,2.58094943821453,NA,NA,NA
"53","A/SWINE/ILLINOIS/A01327868/2012",3.35167543828141,8.65184898052826,NA,NA,NA,NA,NA,NA,4.27597850902687,NA,NA,4.762880292917,4.44956137461324,NA,6.65896308216493,2.74774543291945,6,6.91488338636205,NA,5.4998458870832,6.07400058144378,4.18718709006339,NA,4,8.03652587602511,7,NA,1.58094943821453,NA,NA,NA
"54","A/SWINE/ILLINOIS/A01493027/2014",2.35167543828141,7.57384646852698,NA,NA,NA,NA,9.92349256294565,NA,5.28050816750738,NA,NA,5.08480838780436,5.18652696877944,NA,NA,4.74774543291945,6.34007544159762,7.53637176310832,NA,5.91488338636205,NA,NA,NA,2.41503749927884,7.01814734671026,7.58496250072116,NA,1.16591193893569,NA,NA,NA
"55","A/SWINE/ILLINOIS/A01840351/2015",NA,NA,NA,9.15200309344505,NA,NA,9.92349256294565,9.07400058144378,4.27597850902687,NA,NA,2.49984588708321,2.7714894695006,6.15200309344505,5,1.74774543291945,4.32192809488736,5.91488338636205,5.73696559416621,4.762880292917,4.41503749927884,3.77214959078454,NA,5.41503749927884,5.41503749927884,5.58496250072116,NA,4.16591193893569,NA,NA,NA
"56","A/SWINE/ILLINOIS/A01475273/2014",3.35167543828141,6.91488338636205,6.58496250072116,NA,NA,7.26303440583379,5.7714894695006,6,2.2725905739101,NA,NA,1.49984588708321,2.44956137461324,5,2.58496250072116,-0.667292066359394,1.15200309344505,1.91488338636205,4,2.49984588708321,0.830074998557688,2.18718709006339,NA,3.41503749927884,5,1.41503749927884,NA,1.16591193893569,NA,NA,NA
"57","A/SWINE/ILLINOIS/A01503899/2014",4.35167543828141,NA,6.58496250072116,9.15200309344505,NA,8,7.18652696877944,5.67807190511264,2.2725905739101,NA,NA,0.0848083878043617,1.18652696877944,3.41503749927884,1.58496250072116,-1.66729206635939,1,2.49984588708321,2,1.762880292917,1.83007499855769,1.18718709006339,NA,3,3.41503749927884,1,NA,2.58094943821453,NA,NA,NA
"58","A/SWINE/ILLINOIS/A01489882/2015",3.61470984411521,5.91488338636205,NA,7,NA,NA,5.18652696877944,5.41503749927884,2.2725905739101,NA,NA,3.4998458870832,3.60156446805829,6.15200309344505,4.58496250072116,1.33270793364061,3.15200309344505,2.49984588708321,4,3.91488338636205,2.67807190511264,2.45022149589718,NA,3,4.83007499855769,3.26303440583379,NA,-0.419050561785467,NA,NA,NA
"59","A/SWINE/ILLINOIS/A01502036/2014",1.35167543828141,5.17791779219584,NA,6.41503749927884,NA,8.65896308216493,6.18652696877944,6.41503749927884,3.27371900184474,NA,NA,3.08480838780436,3.44956137461324,6.15200309344505,5,0.74774543291945,3.23446525363702,1.91488338636205,NA,4.762880292917,1.83007499855769,3.18718709006339,NA,3.41503749927884,6.83007499855769,4.26303440583379,NA,-0.419050561785467,NA,NA,NA
"60","A/SWINE/WYOMING/A01445305/2013",2.35167543828141,4.4998458870832,6.58496250072116,6.01814734671026,NA,7,6.18652696877944,5.83007499855769,6.28961037461463,NA,NA,4.4998458870832,4.18652696877944,NA,3,-0.25225456708055,4.73696559416621,7.17791779219584,NA,5.762880292917,5.03652587602511,4.45022149589718,NA,1.41503749927884,6.41503749927884,4,NA,-0.83408806106431,NA,NA,NA
"61","A/SWINE/WYOMING/A01397400/2013",5.35167543828141,7.49984588708321,5,6.67807190511264,8.65896308216493,5,5.18652696877944,5.41503749927884,9.42346612134942,NA,NA,1.49984588708321,1.18652696877944,4.41503749927884,1,-0.667292066359394,1.73696559416621,6.91488338636205,3.26303440583379,2.91488338636205,2.91253715874966,3.45022149589718,NA,5,3.67807190511264,3,NA,3.16591193893569,NA,NA,NA
"62","A/SWINE/WYOMING/A01444566/2013",1.93663793900257,4.4998458870832,6,6.01814734671026,NA,6,6.18652696877944,6.67807190511264,5.28050816750738,NA,NA,4.4998458870832,4.18652696877944,NA,2,-0.25225456708055,5,7.91488338636205,NA,5.762880292917,4.67807190511264,4.45022149589718,NA,1.67807190511264,6,3.58496250072116,NA,-2.41905056178547,NA,NA,NA
"63","A/SWINE/WYOMING/A01381202/2013",3.93663793900257,6.91488338636205,5.58496250072116,8.07400058144378,9.73696559416621,6,8.18652696877944,5.83007499855769,6.28961037461463,NA,NA,1.49984588708321,3.44956137461324,5,0.263034405833793,-0.25225456708055,1.73696559416621,5.32992088564089,5.73696559416621,2.99734554655402,2.91253715874966,3.45022149589718,NA,3.41503749927884,5,3.58496250072116,NA,2.16591193893569,NA,NA,NA
"64","A/SWINE/NEBRASKA/A01493501/2014",5.35167543828141,NA,6.58496250072116,9.15200309344505,NA,7,7.18652696877944,8.03652587602511,5.28050816750738,NA,NA,2.49984588708321,4.7714894695006,NA,3.58496250072116,1.74774543291945,4.73696559416621,7.17791779219584,4.65896308216493,3.99734554655402,5.03652587602511,4.18718709006339,NA,4.67807190511264,5.41503749927884,4.58496250072116,NA,4.16591193893569,NA,NA,NA
"65","A/SWINE/MINNESOTA/A01366992/2014",4.93663793900257,8.65184898052826,5.58496250072116,9.15200309344505,NA,5,5.18652696877944,5.91253715874966,4.27597850902687,NA,NA,1.762880292917,3.44956137461324,6.15200309344505,2.58496250072116,0.74774543291945,5.32192809488736,6.17791779219584,3,2.91488338636205,4.01814734671026,3.45022149589718,NA,3.41503749927884,3.67807190511264,4,NA,2.84398384404833,NA,NA,NA
"66","A/SWINE/INDIANA/A01260466/2014",3.35167543828141,5.4998458870832,NA,8.07400058144378,NA,7,NA,9.07400058144378,4.27597850902687,NA,NA,NA,4.18652696877944,NA,3.58496250072116,1.33270793364061,NA,5.91488338636205,NA,NA,NA,5.18718709006339,NA,3,NA,NA,NA,NA,NA,NA,NA
"67","A/SWINE/NORTH CAROLINA/A01410118/2014",2.93663793900257,5.91488338636205,NA,8.07400058144378,NA,7.58496250072116,NA,10.152003093445,2.2725905739101,NA,NA,NA,4.18652696877944,NA,3,-0.25225456708055,NA,3.17791779219584,NA,NA,NA,3.77214959078454,NA,2.41503749927884,NA,NA,NA,NA,NA,NA,NA
"68","A/SWINE/NORTH CAROLINA/A01410709/2014",2.35167543828141,4.91488338636205,NA,7.03652587602511,NA,7.62148837674627,NA,9.07400058144378,4.27597850902687,NA,NA,NA,3.7714894695006,NA,2,0.74774543291945,NA,4.91488338636205,NA,NA,NA,3.77214959078454,NA,1.41503749927884,NA,NA,NA,NA,NA,NA,NA
"69","A/SWINE/IOWA/A01501685/2014",2.35167543828141,5.91488338636205,NA,8.07400058144378,NA,6.41503749927884,NA,NA,4.27597850902687,NA,NA,NA,3.44956137461324,NA,3,-0.25225456708055,NA,4.4998458870832,NA,NA,NA,4.18718709006339,NA,3,NA,NA,NA,NA,NA,NA,NA
"70","A/SWINE/ILLINOIS/A01327903/2012",3.35167543828141,5.4998458870832,NA,6.67807190511264,NA,9.73696559416621,NA,9.07400058144378,8.34546360934815,NA,NA,NA,5.7714894695006,NA,2.58496250072116,1.33270793364061,NA,9.65184898052826,NA,NA,NA,NA,NA,2.41503749927884,NA,NA,NA,NA,NA,NA,NA
