"","matrix.nrow...nrow.hiData..","A.BANGKOK.01.1979","A.BEIJING.32.1992","A.FUJIAN.411.2002","A.WISCONSIN.67.2005","A.BRISBANE.10.2007","A.PERTH.16.2009","A.VICTORIA.361.2011","A.SWITZERLAND.9715293.2013","A.HONGKONG.4801.2014","A.SWINE.NEWYORK.A01104005.2011","A.SWINE.IOWA.A01480656.2014","A.SWINE.MISSOURI.A01410819.2014","A.WUHAN.359.1995","A.SWINE.TEXAS.4199.2.1998","A.SWINE.MINNESOTA.02782.2009","A.SWINE.INDIANA.A01729045.2016","A.SWINE.ALBERTA.SD0038.2014","A.SWINE.ALBERTA.SD0049.2014","A.SWINE.SASKATCHEWAN.SD0059.2014","A.SWINE.SASKATCHEWAN.SD0065.2014","A.SWINE.SASKATCHEWAN.SD0069.2015","A.VICTORIA.3.1975","A.PHILIPPINES.2.1982","A.SICHUAN.02.1987","A.PORTCHALMERS.1.1973","A.TURKEY.OHIO.313053.2004","A.SWINE.INDIANA.A01202866.2011","A.TEXAS.1.1977","A.LENINGRAD.360.1986","A.SHANGHAI.11.1987","A.BEIJING.353.1989","A.SYDNEY.5.1997","A.MOSCOW.10.1999","A.SWINE.TEXAS.4199.1.1998","A.SWINE.COLORADO.23619.1999","A.SWINE.MINNESOTA.1146.2006","A.SWINE.IOWA.1700.2007","A.SWINE.MINNESOTA.2782.2009","A.SWINE.ILLINOIS.2970.2009","A.INDIANA.8.2011","A.SWINE.INDIANA.A00968373.2012","A.SWINE.ILLINOIS.A01201606.2011","A.SWINE.IOWA.A01202613.2011","A.SWINE.IOWA.A01049750.2011","A.SWINE.TEXAS.A01049914.2011","A.SWINE.MICHIGAN.A01432375.2013","A.SWINE.IOWA.A01432500.2013","A.SWINE.MINNESOTA.A01432544.2013","A.SWINE.MINNESOTA.A01280592.2013","A.SWINE.WYOMING.A01444562.2013"
"63","A/SWINE/IOWA/A01202613/2011",NA,NA,NA,7.81538329581354,NA,6.00075120805701,7.07661768292186,NA,NA,1.59111472770275,NA,NA,5.3474631869945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91488338636205,NA,NA,NA,NA,7.52160043972373,5.59938156063412,6.68402662825026,NA,NA,0.762880292916998,2.44956137461324,3.23446525363702,3.49749965947082,3.32192809488736,3,0,1.7635073816187,3.6846867495342,NA,NA,NA,NA,NA
"64","A/SWINE/IOWA/A01202889/2011",NA,NA,NA,NA,NA,6.00075120805701,6.56471864439043,NA,NA,0.361943773735241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.98888396780583,NA,NA,NA,NA,NA,7.08480838780436,7.28606264233036,NA,NA,1,2.27164358241739,2.22389601192684,2.58496250072116,4.05139915250664,1.31443355834044,1,2.76733924320972,3.94433056616722,NA,NA,NA,NA,NA
"65","A/SWINE/IOWA/A01203196/2012",NA,NA,NA,NA,NA,7.58571370877817,NA,NA,NA,5.59640902737226,NA,NA,2.7454271729144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76378225921139,NA,NA,NA,NA,NA,NA,5.00066042346811,NA,NA,3.762880292917,4.18652696877944,3.23446525363702,NA,6.08926733809709,4.32192809488736,2.99946871844699,2.41503749927884,3.827291144977,NA,NA,NA,NA,NA
"66","A/SWINE/IOWA/A01049750/2011",NA,NA,NA,7.81538329581354,7.45313342396336,7.58571370877817,8.50957709019796,NA,NA,0.0904807458308667,NA,NA,3.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41450621772583,NA,NA,NA,NA,7.25856603388993,4.8068236405046,2.7714894695006,NA,NA,0.499845887083206,0.500026441596225,2.41503749927884,3.58496250072116,2.38529015588479,3.58496250072116,2.08480838780436,0,0.187187090063388,NA,NA,NA,NA,NA
"67","A/SWINE/TEXAS/A01049914/2011",NA,NA,NA,NA,8.03809592468451,7.58571370877817,8.02415026302772,NA,NA,0.776981273014085,NA,NA,3.39993060688864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56203071827979,NA,NA,NA,NA,NA,4.99734554655402,2.99933987871606,NA,NA,0.499845887083206,0.771489469500599,2.41503749927884,3.58496250072116,2.73696559416621,4.09953567355091,2.08480838780436,0,0,NA,NA,NA,NA,NA
"68","A/SWINE/ILLINOIS/A01241066/2012",NA,NA,NA,NA,8.03809592468451,6.58571370877816,8.50957709019796,NA,NA,0.776981273014085,NA,NA,3.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91488338636205,NA,NA,NA,NA,NA,6.08480838780436,2.99933987871606,NA,NA,0.499845887083206,0.771489469500599,2.06454025219471,2.58496250072116,2.73696559416621,3.58496250072116,2.81241187876688,0.415037499278844,0.499753081747057,NA,NA,NA,NA,NA
"69","A/SWINE/NEBRASKA/A01241171/2012",NA,NA,6.5963672639934,7.81538329581354,7.55266909751427,7.58571370877817,NA,NA,NA,5.36194377373524,NA,NA,2.7454271729144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4998458870832,NA,NA,NA,NA,NA,6.01441905991296,4.44956137461324,NA,NA,6.25698936318704,6.49350472220083,NA,5.58496250072116,8.32192809488736,NA,8.08480838780436,3.18237674248857,5.77214959078454,NA,NA,NA,NA,NA
"70","A/SWINE/IOWA/A01203121/2012",NA,NA,NA,NA,8.03809592468451,7.58571370877817,NA,NA,NA,1.36194377373524,NA,NA,4.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76649154646938,NA,NA,NA,NA,NA,6.08480838780436,3.68614980014323,NA,NA,1.08480838780436,1,3.23446525363702,3.08671163319333,3.55109904885487,4.09953567355091,2.99946871844699,0.415037499278844,0.499753081747057,NA,NA,NA,NA,NA
"71","A/SWINE/IOWA/A01300195/2012",NA,NA,7.6667565918848,6.23042079509238,2.60180080484515,3.58571370877816,3.57176192139455,NA,NA,-0.409545695765358,NA,NA,5.83289001416474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91488338636205,NA,NA,NA,NA,NA,NA,6.68402662825026,NA,NA,2.49984588708321,2.50002644159622,4.51457317282976,2.08671163319333,1.73696559416621,1.14533936316404,1.762880292917,2.06454025219471,2.60222458934223,NA,NA,NA,NA,NA
"72","A/SWINE/MINNESOTA/A01125993/2012",NA,NA,7.18132976471456,NA,5.03809592468451,5.00075120805701,6.92461458947681,NA,NA,2.36194377373524,NA,NA,3.66296501272243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4998458870832,NA,NA,NA,NA,6.52160043972373,NA,5.99538548142743,NA,NA,4.58655752027654,5.68402662825026,NA,4.26303440583379,5.5458241068142,4.58496250072116,4.91488338636205,3.91253715874966,3.77214959078454,NA,NA,NA,NA,NA
"73","A/SWINE/MINNESOTA/A01300213/2012",NA,NA,7.6667565918848,NA,7.77506151885072,5.00075120805701,5.92461458947681,NA,NA,0.361943773735241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91488338636205,NA,NA,NA,NA,NA,NA,8.18652696877944,NA,NA,2.49984588708321,2.99933987871606,3.05514155419246,1.58496250072116,2.73696559416621,3,2.49984588708321,4.25583890442959,4.84615017222832,NA,NA,NA,NA,NA
"74","A/SWINE/MINNESOTA/A01327922/2012",NA,NA,7.6667565918848,NA,5.22047266717308,5.00075120805701,5.1876489953106,NA,NA,0.361943773735241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4998458870832,NA,NA,NA,NA,NA,NA,8.28606264233036,NA,NA,1.99946871844699,2.7714894695006,3,3,1.73696559416621,2.64010405491362,1.81334535989999,3.3332434081152,4.02798849521413,NA,NA,NA,NA,NA
"75","A/SWINE/IOWA/A01432500/2013",NA,NA,NA,NA,NA,NA,8.50957709019796,NA,NA,5.77698127301408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4998458870832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32192809488736,NA,5.4998458870832,4.67807190511264,4.77214959078454,NA,0,NA,5.41503749927884,NA
"76","A/SWINE/MINNESOTA/A01432544/2013",NA,NA,NA,NA,NA,NA,4.92461458947681,NA,NA,-0.223018726985915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49984588708321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32192809488736,0,0.762880292916998,2.41503749927884,2.45022149589718,NA,6,0,0,NA
"77","A/SWINE/MINNESOTA/A01280592/2013",NA,NA,NA,NA,NA,NA,5.92461458947681,NA,NA,-0.638056226264759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49984588708321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.58496250072116,1.762880292917,-0.169925001442312,1.60222458934223,NA,7,4,0,NA
"78","A/SWINE/MINNESOTA/1146/2006",NA,NA,NA,NA,NA,7.00075120805701,NA,NA,NA,2.17607722842391,4.83871909296694,8.45471055218622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77118130950412,5.74495838491974,NA,NA,NA,NA,NA,5.08480838780436,6.40691703720474,NA,NA,1.08480838780436,1.62887181405402,1.41503749927884,3.87346759407107,3.55109904885487,4.58496250072116,1.81334535989999,2.06454025219471,2.22989154101762,NA,4.75207248655641,5.91253715874966,4.58496250072116,4.78276928377933
"79","A/SWINE/MINNESOTA/A01125993/2012",NA,NA,NA,NA,NA,NA,7.92461458947681,NA,NA,3.36194377373524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91488338636205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73696559416621,3.58496250072116,3.04041426844591,4.41503749927884,5.18718709006339,NA,3.41503749927884,4,2,NA
"80","A/SWINE/NORTHCAROLINA/A01432566/2013",NA,NA,NA,NA,NA,NA,7.50957709019796,NA,NA,1.77698127301408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17791779219584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15200309344505,4.58496250072116,7.4998458870832,4.41503749927884,4.77214959078454,NA,2.41503749927884,7,7.58496250072116,NA
"81","A/SWINE/MICHIGAN/A01203498/2012",NA,NA,NA,NA,NA,NA,8.50957709019796,NA,NA,2.04001567884788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91488338636205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23446525363702,4,2.08480838780436,2.67807190511264,4.45022149589718,NA,3.41503749927884,5.67807190511264,3.58496250072116,NA
"82","A/SWINE/NEBRASKA/A01271549/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36194377373524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49984588708321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32192809488736,NA,8.08480838780436,6,NA,NA,1,NA,7.58496250072116,NA
"83","A/TURKEY/OHIO/313053/2004",NA,NA,NA,NA,NA,NA,8.50957709019796,NA,NA,1.04001567884788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4998458870832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32192809488736,4.58496250072116,2.762880292917,2.41503749927884,1.18718709006339,NA,4.41503749927884,6,4,NA
"84","A/SWINE/NEWYORK/A01104005/2011",NA,NA,NA,NA,NA,6.58571370877816,6.92461458947681,NA,NA,-0.209429662237961,3.28365807795965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95560588064155,4.89696147836479,NA,NA,NA,NA,NA,6.08480838780436,4.67135279821515,NA,NA,1.49984588708321,2.41305804087425,3.41503749927884,1.93822380241331,2,4,3.4998458870832,1.83007499855769,3.06065468413446,NA,4.83007499855769,4.41503749927884,2,4.34464817138744
"85","A/SWINE/IOWA/A01432826/2013",NA,NA,NA,NA,7.45313342396336,5.00075120805701,5.1876489953106,NA,NA,-0.638056226264759,4.53915881110803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91488338636205,NA,NA,NA,NA,NA,7.08480838780436,6.18652696877944,NA,NA,1.762880292917,2.7714894695006,4.41503749927884,1.58496250072116,2.73696559416621,3,1.91488338636205,3.67807190511264,3.45022149589718,NA,6,1,0.584962500721156,NA
"86","A/SWINE/IOWA/A01290671/2013",NA,NA,7.6667565918848,6.81538329581354,4.71616782979715,5.00075120805701,4.92461458947681,NA,NA,-0.638056226264759,3.95419631038688,NA,5.83289001416474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91488338636205,NA,NA,NA,NA,NA,6.08480838780436,6.7714894695006,NA,NA,1.08480838780436,1.7714894695006,3.41503749927884,1.58496250072116,2.32192809488736,2,2.49984588708321,2.83007499855769,3.45022149589718,NA,4.41503749927884,0.415037499278844,1,NA
"87","A/SWINE/ILLINOIS/A01555180/2014",NA,NA,NA,NA,5.03809592468451,6.00075120805701,6.33965208875565,NA,NA,1.77698127301408,4.53915881110803,NA,5.83289001416474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17791779219584,NA,NA,NA,NA,NA,6.4998458870832,6.44956137461324,NA,NA,2.49984588708321,3.7714894695006,4.41503749927884,3.58496250072116,4.73696559416621,3.58496250072116,3.762880292917,4.41503749927884,4.77214959078454,NA,6,3.41503749927884,2.26303440583379,NA
"88","A/SWINE/ARKANSAS/A01840240/2014",NA,NA,7.6667565918848,NA,3.45313342396336,4.00075120805701,6.50957709019796,NA,NA,1.04001567884788,3.53915881110803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91488338636205,NA,NA,NA,NA,NA,4.762880292917,6.7714894695006,NA,NA,2.49984588708321,2.18652696877944,3.41503749927884,2,4.32192809488736,3,1.91488338636205,2.91253715874966,3.77214959078454,NA,5.41503749927884,0.415037499278844,1,NA
"89","A/SWINE/ILLINOIS/A0120784/2012",NA,NA,NA,NA,8.03809592468451,6.00075120805701,6.50957709019796,NA,NA,-0.223018726985915,2.95419631038688,NA,4.83289001416474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4998458870832,NA,NA,NA,NA,6.52160043972373,6.08480838780436,3.44956137461324,NA,NA,0.499845887083206,0.771489469500599,3.41503749927884,1,1.73696559416621,4.58496250072116,1.762880292917,2,3.18718709006339,NA,4.41503749927884,4.41503749927884,4.58496250072116,NA
"90","A/SWINE/ILLINOIS/A01327868/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77698127301408,1.95419631038688,NA,3.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91488338636205,NA,NA,NA,NA,7.52160043972373,NA,3.7714894695006,NA,NA,4.762880292917,4.44956137461324,NA,5.58496250072116,6,NA,5.4998458870832,5,4.18718709006339,NA,4,7,7,NA
"91","A/SWINE/ILLINOIS/A01493027/2014",NA,NA,NA,NA,NA,7.58571370877817,NA,NA,NA,4.77698127301408,1.53915881110803,NA,2.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4998458870832,NA,NA,NA,NA,6.52160043972373,NA,4.7714894695006,NA,NA,5.08480838780436,5.18652696877944,NA,NA,5.32192809488736,NA,5.91488338636205,NA,NA,NA,2.41503749927884,6,7.58496250072116,NA
"92","A/SWINE/ILLINOIS/A01840351/2015",NA,NA,7.6667565918848,NA,NA,7.58571370877817,7.50957709019796,NA,NA,1.77698127301408,4.53915881110803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91488338636205,NA,NA,NA,NA,NA,NA,4.44956137461324,NA,NA,2.49984588708321,2.7714894695006,5,5,4.32192809488736,4.58496250072116,4.762880292917,4.41503749927884,3.77214959078454,NA,5.41503749927884,5.41503749927884,5.58496250072116,NA
"93","A/SWINE/ILLINOIS/A01475273/2014",NA,NA,NA,NA,6.71616782979715,4.58571370877816,5.50957709019796,NA,NA,-0.638056226264759,1.53915881110803,NA,3.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91488338636205,NA,NA,NA,NA,6.93663793900257,6.08480838780436,2.44956137461324,NA,NA,1.49984588708321,2.44956137461324,5,2.58496250072116,1.15200309344505,4,2.49984588708321,0.830074998557688,2.18718709006339,NA,3.41503749927884,5,1.41503749927884,NA
"94","A/SWINE/ILLINOIS/A01503899/2014",NA,NA,7.6667565918848,NA,7.45313342396336,6.00075120805701,5.1876489953106,NA,NA,-1.63805622626476,2.95419631038688,NA,4.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49984588708321,NA,NA,NA,NA,NA,6.08480838780436,2.44956137461324,NA,NA,0.0848083878043617,1.18652696877944,3.41503749927884,1.58496250072116,1,2,1.762880292917,1.83007499855769,1.18718709006339,NA,3,3.41503749927884,1,NA
"95","A/SWINE/ILLINOIS/A01489882/2015",NA,NA,6.6667565918848,NA,NA,4.00075120805701,4.92461458947681,NA,NA,1.36194377373524,-0.0458036896131233,NA,3.51096191927738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49984588708321,NA,NA,NA,NA,5.93663793900257,NA,2.18652696877944,NA,NA,3.4998458870832,3.60156446805829,5,4.58496250072116,3.15200309344505,4,3.91488338636205,2.67807190511264,2.45022149589718,NA,3,4.83007499855769,3.26303440583379,NA
"96","A/SWINE/ILLINOIS/A01502036/2014",NA,NA,6.08179409116365,NA,7.03809592468451,5.00075120805701,5.92461458947681,NA,NA,0.776981273014085,-0.0458036896131233,NA,1.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91488338636205,NA,NA,NA,NA,5.19967234483636,NA,2.7714894695006,NA,NA,3.08480838780436,3.44956137461324,5,5,3.23446525363702,NA,4.762880292917,1.83007499855769,3.18718709006339,NA,3.41503749927884,6.83007499855769,4.26303440583379,NA
"97","A/SWINE/WYOMING/A01445305/2013",NA,NA,4.6667565918848,NA,6.45313342396336,5.00075120805701,5.33965208875565,NA,NA,-0.223018726985915,-0.460841188891967,NA,2.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17791779219584,NA,NA,NA,NA,4.52160043972373,6.08480838780436,5.7714894695006,NA,NA,4.4998458870832,4.18652696877944,NA,3,4.73696559416621,NA,5.762880292917,4,4.45022149589718,NA,1.41503749927884,6.41503749927884,4,NA
"98","A/SWINE/WYOMING/A01397400/2013",NA,NA,6.34482849699744,6.81538329581354,4.45313342396336,4.00075120805701,4.92461458947681,NA,NA,-0.638056226264759,3.53915881110803,NA,5.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91488338636205,NA,NA,NA,NA,7.52160043972373,4.4998458870832,8.18652696877944,NA,NA,1.49984588708321,1.18652696877944,4.41503749927884,1,1.73696559416621,3.26303440583379,2.91488338636205,2.91253715874966,3.45022149589718,NA,5,3.67807190511264,3,NA
"99","A/SWINE/WYOMING/A01444566/2013",NA,NA,4.6667565918848,NA,5.45313342396336,5.00075120805701,6.1876489953106,NA,NA,-0.223018726985915,-2.04580368961312,NA,1.83289001416474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91488338636205,NA,NA,NA,NA,4.52160043972373,5.4998458870832,4.7714894695006,NA,NA,4.4998458870832,4.18652696877944,NA,2,5,NA,5.762880292917,4.67807190511264,4.45022149589718,NA,1.67807190511264,6,3.58496250072116,NA
"100","A/SWINE/WYOMING/A01381202/2013",NA,NA,6.6667565918848,7.81538329581354,5.45313342396336,7.00075120805701,5.33965208875565,NA,NA,-0.223018726985915,2.53915881110803,NA,3.83289001416474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32992088564089,NA,NA,NA,NA,6.93663793900257,5.08480838780436,5.18652696877944,NA,NA,1.49984588708321,3.44956137461324,5,0.263034405833793,1.73696559416621,4.58496250072116,2.99734554655402,2.91253715874966,3.45022149589718,NA,3.41503749927884,5,3.58496250072116,NA
"101","A/SWINE/NEBRASKA/A01493501/2014",NA,NA,7.6667565918848,NA,6.45313342396336,6.00075120805701,6.50957709019796,NA,NA,1.77698127301408,4.53915881110803,NA,5.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17791779219584,NA,NA,NA,NA,NA,6.08480838780436,5.18652696877944,NA,NA,2.49984588708321,4.7714894695006,NA,3.58496250072116,4.73696559416621,3.58496250072116,3.99734554655402,4,4.18718709006339,NA,4.67807190511264,5.41503749927884,4.58496250072116,NA
"102","A/SWINE/MINNESOTA/A01366992/2014",NA,NA,7.6667565918848,NA,4.45313342396336,4.00075120805701,5.42211424894762,NA,NA,0.776981273014085,3.21723071622067,NA,4.83289001416474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17791779219584,NA,NA,NA,NA,7.52160043972373,5.08480838780436,4.18652696877944,NA,NA,1.762880292917,3.44956137461324,5,2.58496250072116,5.32192809488736,3,2.91488338636205,3,3.45022149589718,NA,3.41503749927884,3.67807190511264,4,NA
"103","A/SWINE/INDIANA/A01260466/2014",NA,NA,6.6667565918848,NA,6.45313342396336,NA,7.50957709019796,NA,NA,1.36194377373524,NA,NA,3.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91253715874966,5.91488338636205,NA,NA,NA,NA,5.52160043972373,NA,4.18652696877944,NA,NA,NA,4.18652696877944,NA,3.58496250072116,NA,NA,NA,NA,5.18718709006339,NA,3,NA,NA,NA
"104","A/SWINE/NORTHCAROLINA/A01410118/2014",NA,NA,6.6667565918848,NA,7.03809592468451,NA,8.50957709019796,NA,NA,-0.223018726985915,NA,NA,2.83289001416474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91253715874966,3.17791779219584,NA,NA,NA,NA,5.93663793900257,NA,2.18652696877944,NA,NA,NA,4.18652696877944,NA,3,NA,NA,NA,NA,3.77214959078454,NA,2.41503749927884,NA,NA,NA
"105","A/SWINE/NORTHCAROLINA/A01410709/2014",NA,NA,5.6667565918848,NA,6.03809592468451,NA,7.50957709019796,NA,NA,0.776981273014085,NA,NA,2.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91253715874966,4.91488338636205,NA,NA,NA,NA,4.93663793900257,NA,3.7714894695006,NA,NA,NA,3.7714894695006,NA,2,NA,NA,NA,NA,3.77214959078454,NA,1.41503749927884,NA,NA,NA
"106","A/SWINE/IOWA/A01501685/2014",NA,NA,6.6667565918848,NA,5.8681709232422,NA,NA,NA,NA,-0.223018726985915,NA,NA,2.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91253715874966,4.4998458870832,NA,NA,NA,NA,5.93663793900257,NA,4.18652696877944,NA,NA,NA,3.44956137461324,NA,3,NA,NA,NA,NA,4.18718709006339,NA,3,NA,NA,NA
"107","A/SWINE/ILLINOIS/A01327903/2012",NA,NA,6.34482849699744,NA,8.03809592468451,NA,7.50957709019796,NA,NA,1.36194377373524,NA,NA,3.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.49984588708321,NA,NA,NA,NA,5.52160043972373,NA,7.18652696877944,NA,NA,NA,5.7714894695006,NA,2.58496250072116,NA,NA,NA,NA,NA,NA,2.41503749927884,NA,NA,NA
"108","A/SWINE/ILLINOIS/A00843193/2014",NA,NA,5.6667565918848,NA,6.71616782979715,NA,8.50957709019796,NA,NA,0.361943773735241,NA,NA,2.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91253715874966,5.91488338636205,NA,NA,NA,NA,5.93663793900257,NA,3.7714894695006,NA,NA,NA,3.7714894695006,NA,2.58496250072116,NA,NA,NA,NA,4.77214959078454,NA,2.67807190511264,NA,NA,NA
"109","A/SWINE/WYOMING/A01444562/2013",NA,NA,5.34482849699744,NA,6.03809592468451,NA,6.33965208875565,NA,NA,0.776981273014085,NA,NA,2.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.91488338636205,NA,NA,NA,NA,4.52160043972373,NA,4.7714894695006,NA,NA,NA,4.7714894695006,NA,2.58496250072116,3,4.58496250072116,3.99734554655402,3,4.45022149589718,NA,2.41503749927884,5.67807190511264,2.58496250072116,0
"110","A/SWINE/ARGENTINA/RPEREZBSAS/A160/2011",NA,NA,4.34482849699744,7.81538329581354,7.03809592468451,7.58571370877817,8.50957709019796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08480838780436,4.18652696877944,NA,NA,3.4998458870832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","A/SWINE/INDIANA/A01260591/2014",NA,NA,NA,NA,4.03809592468451,NA,5.92461458947681,NA,NA,1.77698127301408,4.53915881110803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41503749927884,5.4998458870832,NA,NA,NA,NA,NA,NA,6.7714894695006,NA,NA,NA,3.18652696877944,NA,3,NA,NA,NA,NA,4.18718709006339,NA,5.41503749927884,NA,NA,4.41503749927884
"112","A/SWINE/CALIFORNIA/A01459016/2015",NA,NA,7.6667565918848,NA,4.45313342396336,NA,5.92461458947681,NA,NA,0.776981273014085,4.53915881110803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67807190511264,4.4998458870832,NA,NA,NA,NA,NA,NA,6.18652696877944,NA,NA,NA,3.7714894695006,NA,3,NA,NA,NA,NA,3.45022149589718,NA,5.41503749927884,NA,NA,5
"113","A/SWINE/MINNESOTA/A01847477/2015",NA,NA,NA,NA,5.03809592468451,NA,6.50957709019796,NA,NA,1.77698127301408,4.53915881110803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41503749927884,5.4998458870832,NA,NA,NA,NA,NA,NA,6.7714894695006,NA,NA,NA,4.7714894695006,NA,3.58496250072116,NA,NA,NA,NA,4.18718709006339,NA,5.41503749927884,NA,NA,5
"114","A/SWINE/ILLINOIS/A02076652/2015",NA,NA,7.6667565918848,NA,6.03809592468451,NA,7.1876489953106,NA,NA,1.77698127301408,5.53915881110803,NA,5.83289001416474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.4998458870832,NA,NA,NA,NA,NA,NA,6.7714894695006,NA,NA,NA,4.7714894695006,NA,4,NA,NA,NA,NA,4.77214959078454,NA,5.41503749927884,NA,NA,5
"115","A/SWINE/IOWA/A01733626/2016",NA,NA,7.6667565918848,NA,4.45313342396336,NA,6.33965208875565,NA,NA,1.36194377373524,3.95419631038688,NA,5.24792751344359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.4998458870832,NA,NA,NA,NA,NA,NA,4.18652696877944,NA,NA,NA,5.18652696877944,NA,3,NA,NA,NA,NA,3.18718709006339,NA,4.67807190511264,NA,NA,3
