,antigen,antiserum,Random Forest,AdaBoosted,MLP Network,Ensemble
52,a01729044|2016-01-07|cluster_iva,a/swine/texas/a01049914/2011,4.946499477533964,5.2,4.113377564030365,4.75329234718811
53,a01729044|2016-01-07|cluster_iva,a/swine/michigan/a01432375/2013,5.809602925809832,6.3,6.710615662322919,6.27340619604425
54,a01729044|2016-01-07|cluster_iva,a/swine/iowa/a01432500/2013,4.181708463949846,7.2,3.552544216008917,4.97808422665292
55,a01729044|2016-01-07|cluster_iva,a/swine/minnesota/a01432544/2013,5.666499477533972,6.3,5.5478074451876624,5.838102307573878
56,a01729044|2016-01-07|cluster_iva,a/swine/minnesota/a01280592/2013,4.433881922675028,5.0,3.976013590371653,4.46996517101556
57,a01729044|2016-01-07|cluster_iva,a/turkey/ohio/313053/2004,4.889237199582031,4.2,4.862978609805145,4.650738603129059
58,a01729044|2016-01-07|cluster_iva,a/swine/iowa/a01480656/2014,1.5411389759665635,1.6,0.19929852050316524,1.1134791654899094
59,a01729044|2016-01-07|cluster_iva,a/swine/wyoming/a01444562/2013,2.0939393939393973,1.8,0.10406963606510758,1.3326696766681683
60,a01729044|2016-01-07|cluster_iva,a/swine/pennsylvania/a01076777/2010,4.603531870428421,5.4,2.197880329387461,4.067137399938628
61,a01729044|2016-01-07|cluster_iva,a/swine/missouri/a01410819/2014,6.049184952978056,7.3,4.987601178567883,6.112262043848646
62,a01729047|2016-01-07|cluster_iva,a/wuhan/359/1995,5.82220480668757,7.3,5.516151952788798,6.212785586492122
63,a01729047|2016-01-07|cluster_iva,a/sydney/5/1997,6.94839080459771,7.6,8.793326721317172,7.7805725086382935
64,a01729047|2016-01-07|cluster_iva,a/moscow/10/1999,5.693077324973867,7.5,7.150353646341199,6.781143657105022
65,a01729047|2016-01-07|cluster_iva,a/fujian/411/2002,7.360449320794146,8.7,8.380814967788483,8.14708809619421
66,a01729047|2016-01-07|cluster_iva,a/wisconsin/67/2005,6.923981191222569,8.4,8.639525981896329,7.9878357243729665
67,a01729047|2016-01-07|cluster_iva,a/brisbane/10/2007,6.64952978056426,8.0,7.385124357978274,7.344884712847512
68,a01729047|2016-01-07|cluster_iva,a/perth/16/2009,6.441624869383486,7.2,6.032656675360679,6.558093848248055
69,a01729047|2016-01-07|cluster_iva,a/victoria/361/2011,6.694618599791007,7.7,6.605313244780157,6.999977281523722
70,a01729047|2016-01-07|cluster_iva,a/swine/texas/4199-1/1998,6.153678160919532,7.3,6.202055359491148,6.551911173470226
71,a01729047|2016-01-07|cluster_iva,a/swine/colorado/23619/1999,6.720616509926864,7.699999999999999,7.131836952247787,7.184151154058217
72,a01729047|2016-01-07|cluster_iva,a/swine/minnesota/1146/2006,3.3566457680250776,3.7,3.720777453941804,3.592474407322294
73,a01729047|2016-01-07|cluster_iva,a/swine/iowa/1700/2007,2.8411285266457655,3.7,2.9268608162491545,3.1559964476316402
74,a01729047|2016-01-07|cluster_iva,a/swine/minnesota/2782/2009,3.2664315569487967,3.7,2.2473636532706425,3.0712650700731463
75,a01729047|2016-01-07|cluster_iva,a/swine/illinois/02970/2009,3.6369696969696963,4.4,4.300571099138745,4.112513598702814
76,a01729047|2016-01-07|cluster_iva,a/indiana/8/2011,2.3070055232124203,2.0,1.918354268507084,2.0751199305731682
77,a01729047|2016-01-07|cluster_iva,a/swine/newyork/a01104005/2011,2.052993730407525,2.0,1.100517105556615,1.7178369453213802
78,a01729047|2016-01-07|cluster_iva,a/swine/indiana/a00968373/2012,2.1138244514106606,1.6000000000000003,0.8750266262240916,1.5296170258782507
79,a01729047|2016-01-07|cluster_iva,a/swine/indiana/a01202866/2011,4.597481713688614,4.0,5.4861511946034796,4.694544302764031
80,a01729047|2016-01-07|cluster_iva,a/swine/illinois/a01201606/2011,4.740841170323931,5.4,3.7395872220187605,4.62680946411423
81,a01729047|2016-01-07|cluster_iva,a/swine/iowa/a01202613/2011,4.413829676071053,5.5,3.521855218657773,4.478561631576276
82,a01729047|2016-01-07|cluster_iva,a/swine/iowa/a01049750/2011,4.347330198537095,4.898622589531667,3.268476727010055,4.1714765050262725
83,a01729047|2016-01-07|cluster_iva,a/swine/texas/a01049914/2011,4.234514106583073,4.7,3.259956371704483,4.064823492762518
84,a01729047|2016-01-07|cluster_iva,a/swine/michigan/a01432375/2013,5.051933124346921,6.2,5.399903979554817,5.550612367967246
85,a01729047|2016-01-07|cluster_iva,a/swine/iowa/a01432500/2013,5.741593521421113,7.7,5.96984218816323,6.470478569861448
86,a01729047|2016-01-07|cluster_iva,a/swine/minnesota/a01432544/2013,4.253631138975968,5.2,3.7018379913171966,4.385156376764388
87,a01729047|2016-01-07|cluster_iva,a/swine/minnesota/a01280592/2013,3.2210553814002076,3.9419354838709664,2.834667408995839,3.3325527580890046
88,a01729047|2016-01-07|cluster_iva,a/turkey/ohio/313053/2004,3.346065830721003,3.7,3.2799397775828907,3.4420018694346317
89,a01729047|2016-01-07|cluster_iva,a/swine/iowa/a01480656/2014,3.7128317659352152,3.6,2.74125276184647,3.3513615092605615
90,a01729047|2016-01-07|cluster_iva,a/swine/wyoming/a01444562/2013,4.056553216898048,4.5,2.5847505957580923,3.713767937552047
91,a01729047|2016-01-07|cluster_iva,a/swine/pennsylvania/a01076777/2010,2.86056426332288,3.8,0.980862889244613,2.5471423841891645
92,a01729047|2016-01-07|cluster_iva,a/swine/missouri/a01410819/2014,6.637114494700703,7.3,6.706868345556586,6.881327613419096
93,a01729543|2016-01-14|cluster_iva,a/wuhan/359/1995,3.5384535005224587,5.0,3.9873890892132358,4.175280863245232
94,a01729543|2016-01-14|cluster_iva,a/sydney/5/1997,5.653134796238248,5.9,7.294031617678559,6.282388804638937
95,a01729543|2016-01-14|cluster_iva,a/moscow/10/1999,6.893396029258101,7.0,8.216522859354562,7.369972962870887
96,a01729543|2016-01-14|cluster_iva,a/fujian/411/2002,6.981013584117032,7.6,8.84657840551211,7.809197329876381
97,a01729543|2016-01-14|cluster_iva,a/wisconsin/67/2005,7.644461859979109,8.7,10.529587097422926,8.958016319134012
98,a01729543|2016-01-14|cluster_iva,a/brisbane/10/2007,7.3121003134796325,7.3,8.430550357637754,7.680883557039128
99,a01729543|2016-01-14|cluster_iva,a/perth/16/2009,7.359132706374093,8.7,7.750337037543929,7.936489914639341
100,a01729543|2016-01-14|cluster_iva,a/victoria/361/2011,7.49520898641588,8.7,8.477134051993598,8.224114346136492
101,a01729543|2016-01-14|cluster_iva,a/swine/texas/4199-1/1998,4.2133228840125225,5.3,5.4193777667184495,4.977566883576991
102,a01729543|2016-01-14|cluster_iva,a/swine/colorado/23619/1999,5.854383490073145,6.6,6.281889978766403,6.245424489613183
103,a01729543|2016-01-14|cluster_iva,a/swine/minnesota/1146/2006,4.793730407523517,4.6,5.258402319784594,4.884044242436037
104,a01729543|2016-01-14|cluster_iva,a/swine/iowa/1700/2007,4.727262277951937,5.2,4.162367401905371,4.696543226619102
105,a01729543|2016-01-14|cluster_iva,a/swine/minnesota/2782/2009,4.59247648902822,4.6,4.039452956230933,4.410643148419718
106,a01729543|2016-01-14|cluster_iva,a/swine/illinois/02970/2009,5.079101358411715,5.2,5.028448300478178,5.102516552963298
107,a01729543|2016-01-14|cluster_iva,a/indiana/8/2011,4.270011942080909,4.5,3.2273252203143534,3.999112387465088
108,a01729543|2016-01-14|cluster_iva,a/swine/newyork/a01104005/2011,3.8549335721749554,4.4,2.214148817627249,3.4896941299340685
109,a01729543|2016-01-14|cluster_iva,a/swine/indiana/a00968373/2012,3.825863561725634,4.0,2.0634031098350607,3.2964222238535648
110,a01729543|2016-01-14|cluster_iva,a/swine/indiana/a01202866/2011,6.276285266457685,7.1,7.371635931068132,6.915973732508607
111,a01729543|2016-01-14|cluster_iva,a/swine/illinois/a01201606/2011,5.045559038662492,6.3,4.618715939590352,5.321424992750948
112,a01729543|2016-01-14|cluster_iva,a/swine/iowa/a01202613/2011,4.9739498432601925,5.866666666666667,5.243508357139236,5.3613749556886985
113,a01729543|2016-01-14|cluster_iva,a/swine/iowa/a01049750/2011,4.5862591431557,5.5,3.9910809553849256,4.692446699513542
114,a01729543|2016-01-14|cluster_iva,a/swine/texas/a01049914/2011,4.713375130616518,5.5,3.8607793521967526,4.691384827604423
115,a01729543|2016-01-14|cluster_iva,a/swine/michigan/a01432375/2013,5.681713688610246,6.8,5.840221804317868,6.1073118309760375
116,a01729543|2016-01-14|cluster_iva,a/swine/iowa/a01432500/2013,3.5692006269592436,5.5,4.1470291476897,4.405409924882981
117,a01729543|2016-01-14|cluster_iva,a/swine/minnesota/a01432544/2013,5.603051201671901,6.6,5.30634872832786,5.836466643333253
118,a01729543|2016-01-14|cluster_iva,a/swine/minnesota/a01280592/2013,4.328249738766984,4.6,4.42463695642212,4.450962231729701
119,a01729543|2016-01-14|cluster_iva,a/turkey/ohio/313053/2004,4.725653082549641,4.7,4.925966811122242,4.7838732978906275
120,a01729543|2016-01-14|cluster_iva,a/swine/iowa/a01480656/2014,1.8785848634124527,1.8,0.8010370397633139,1.4932073010585887
121,a01729543|2016-01-14|cluster_iva,a/swine/wyoming/a01444562/2013,2.2869435736677124,2.7,0.9066998771344431,1.9645478169340518
122,a01729543|2016-01-14|cluster_iva,a/swine/pennsylvania/a01076777/2010,4.6235423197492205,5.2,2.908770511689117,4.244104277146112
123,a01729543|2016-01-14|cluster_iva,a/swine/missouri/a01410819/2014,6.0875488878937185,7.5,6.093537614062868,6.5603621673188615
124,a01729547|2016-01-14|cluster_iva,a/wuhan/359/1995,4.710508284818633,6.7,4.447246827828563,5.285918370882398
125,a01729547|2016-01-14|cluster_iva,a/sydney/5/1997,6.6594879832811005,7.7,9.050679022964285,7.803389002081796
126,a01729547|2016-01-14|cluster_iva,a/moscow/10/1999,5.728469174503651,6.4,6.626530782815356,6.25166665243967
127,a01729547|2016-01-14|cluster_iva,a/fujian/411/2002,7.397105538140019,8.7,7.930467003633124,8.009190847257713
128,a01729547|2016-01-14|cluster_iva,a/wisconsin/67/2005,6.955621734587253,9.1,9.262706396804207,8.43944271046382
129,a01729547|2016-01-14|cluster_iva,a/brisbane/10/2007,6.6339916405433605,8.0,7.4488298693084145,7.360940503283925
130,a01729547|2016-01-14|cluster_iva,a/perth/16/2009,6.449264815644123,7.2,7.526084223248907,7.0584496796310106
131,a01729547|2016-01-14|cluster_iva,a/victoria/361/2011,6.586365129123746,8.1,7.2984916044659816,7.328285577863244
132,a01729547|2016-01-14|cluster_iva,a/swine/texas/4199-1/1998,5.020116435288844,7.3,5.424479054695253,5.914865163328032
133,a01729547|2016-01-14|cluster_iva,a/swine/colorado/23619/1999,6.281619644723099,7.6,6.457838680602266,6.779819441775121
134,a01729547|2016-01-14|cluster_iva,a/swine/minnesota/1146/2006,3.2396603970741844,3.7,2.8883701732679024,3.276010190114029
135,a01729547|2016-01-14|cluster_iva,a/swine/iowa/1700/2007,3.142272727272723,3.7,2.366708411671065,3.0696603796479294
136,a01729547|2016-01-14|cluster_iva,a/swine/minnesota/2782/2009,2.891802507836987,3.7,3.170106806507869,3.253969771448285
137,a01729547|2016-01-14|cluster_iva,a/swine/illinois/02970/2009,3.810344827586204,4.4,3.9728126587323223,4.061052495439509
138,a01729547|2016-01-14|cluster_iva,a/indiana/8/2011,2.609759665621737,1.6,2.690095132450376,2.299951599357371
139,a01729547|2016-01-14|cluster_iva,a/swine/newyork/a01104005/2011,2.3075705329153613,2.3,1.9754830734971756,2.194351202137512
140,a01729547|2016-01-14|cluster_iva,a/swine/indiana/a00968373/2012,2.2007366771159886,2.4,2.1035526640237974,2.234763113713262
141,a01729547|2016-01-14|cluster_iva,a/swine/indiana/a01202866/2011,3.978510971786833,4.0,3.2513837516285533,3.743298241138462
142,a01729547|2016-01-14|cluster_iva,a/swine/illinois/a01201606/2011,4.032936259143157,4.7,3.7388014043993043,4.157245887847487
143,a01729547|2016-01-14|cluster_iva,a/swine/iowa/a01202613/2011,3.770261233019849,4.7,3.3217541394035135,3.9306717908077875
144,a01729547|2016-01-14|cluster_iva,a/swine/iowa/a01049750/2011,2.8655329153604954,2.7,2.4050445410505383,2.6568591521370113
145,a01729547|2016-01-14|cluster_iva,a/swine/texas/a01049914/2011,2.7452089864158804,2.7999999999999994,2.8574999909385066,2.800902992451462
146,a01729547|2016-01-14|cluster_iva,a/swine/michigan/a01432375/2013,4.283725182863115,4.7,4.027783636466215,4.337169606443109
147,a01729547|2016-01-14|cluster_iva,a/swine/iowa/a01432500/2013,5.17283176593522,6.3,5.443955601335099,5.638929122423439
148,a01729547|2016-01-14|cluster_iva,a/swine/minnesota/a01432544/2013,3.7656635318704264,4.5,3.5916759711439243,3.952446501004784
149,a01729547|2016-01-14|cluster_iva,a/swine/minnesota/a01280592/2013,3.095538140020893,3.8,2.8175545991512805,3.237697579724058
150,a01729547|2016-01-14|cluster_iva,a/turkey/ohio/313053/2004,3.1119174503657203,3.7,3.6009055890572856,3.4709410131410023
151,a01729547|2016-01-14|cluster_iva,a/swine/iowa/a01480656/2014,5.410574712643681,5.5125,3.868555635632668,4.93054344942545
152,a01729547|2016-01-14|cluster_iva,a/swine/wyoming/a01444562/2013,5.493134796238253,6.6,4.232157012359964,5.441763936199405
153,a01729547|2016-01-14|cluster_iva,a/swine/pennsylvania/a01076777/2010,3.5743887147335394,4.7,2.22131729822067,3.498568670984737
154,a01729547|2016-01-14|cluster_iva,a/swine/missouri/a01410819/2014,6.858778922227206,7.8999999999999995,6.3520427913282855,7.036940571185163
155,a01729658|2016-01-15|cluster_iva,a/wuhan/359/1995,5.963396029258098,6.9,6.046083387811,6.303159805689699
156,a01729658|2016-01-15|cluster_iva,a/sydney/5/1997,7.074514106583081,7.3,8.789567399535336,7.721360502039473
157,a01729658|2016-01-15|cluster_iva,a/moscow/10/1999,5.925909090909078,7.4,7.537195136901097,6.954368075936725
158,a01729658|2016-01-15|cluster_iva,a/fujian/411/2002,7.649947753396024,8.1,9.250291700721089,8.33341315137237
159,a01729658|2016-01-15|cluster_iva,a/wisconsin/67/2005,7.114686520376177,8.7,9.911845776357303,8.575510765577826
160,a01729658|2016-01-15|cluster_iva,a/brisbane/10/2007,6.9127063740856824,8.0,7.906385355625709,7.606363909903798
161,a01729658|2016-01-15|cluster_iva,a/perth/16/2009,6.617899686520375,7.2,6.747333598457074,6.85507776165915
162,a01729658|2016-01-15|cluster_iva,a/victoria/361/2011,6.705611285266455,8.0,7.151530483497524,7.285713922921327
163,a01729658|2016-01-15|cluster_iva,a/swine/texas/4199-1/1998,5.859195402298839,6.3,6.243583399369749,6.134259600556196
164,a01729658|2016-01-15|cluster_iva,a/swine/colorado/23619/1999,6.835841170323938,7.4,7.218299337183758,7.151380169169232
165,a01729658|2016-01-15|cluster_iva,a/swine/minnesota/1146/2006,3.1831609195402306,2.7,3.61344086853676,3.165533929358997
166,a01729658|2016-01-15|cluster_iva,a/swine/iowa/1700/2007,2.7219278996865186,3.7,2.8216638195342285,3.081197239740249
167,a01729658|2016-01-15|cluster_iva,a/swine/minnesota/2782/2009,3.0943834900731444,3.0571428571428583,2.2694798402707517,2.8070020624955845
168,a01729658|2016-01-15|cluster_iva,a/swine/illinois/02970/2009,3.6143521421107625,4.7,4.009120428257284,4.107824190122682
169,a01729658|2016-01-15|cluster_iva,a/indiana/8/2011,2.2396812957157812,2.0,1.7001569558471559,1.9799460838543126
170,a01729658|2016-01-15|cluster_iva,a/swine/newyork/a01104005/2011,1.9299373040752374,2.0,1.4206153960637349,1.783517566712991
171,a01729658|2016-01-15|cluster_iva,a/swine/indiana/a00968373/2012,1.961812957157789,1.6,1.0655517484660644,1.5424549018746179
172,a01729658|2016-01-15|cluster_iva,a/swine/indiana/a01202866/2011,4.08460292580982,4.2,5.15881608016829,4.48113966865937
173,a01729658|2016-01-15|cluster_iva,a/swine/illinois/a01201606/2011,4.646567398119125,5.2,2.849814557761723,4.23212731862695
174,a01729658|2016-01-15|cluster_iva,a/swine/iowa/a01202613/2011,4.299106583072101,5.2,2.3833193576824496,3.9608086469181836
175,a01729658|2016-01-15|cluster_iva,a/swine/iowa/a01049750/2011,4.283234064785789,4.4,2.7067999745219553,3.7966780131025817
176,a01729658|2016-01-15|cluster_iva,a/swine/texas/a01049914/2011,4.266645768025081,4.4,2.8396330850446767,3.835426284356586
177,a01729658|2016-01-15|cluster_iva,a/swine/michigan/a01432375/2013,4.607419017763847,6.2,4.298821319932802,5.035413445898883
178,a01729658|2016-01-15|cluster_iva,a/swine/iowa/a01432500/2013,5.8022428720704635,7.3,6.185643025109446,6.429295299059969
179,a01729658|2016-01-15|cluster_iva,a/swine/minnesota/a01432544/2013,4.396264367816095,5.0,3.8361339366946208,4.410799434836905
180,a01729658|2016-01-15|cluster_iva,a/swine/minnesota/a01280592/2013,3.011233019853709,3.8,3.029981975895327,3.280404998583012
181,a01729658|2016-01-15|cluster_iva,a/turkey/ohio/313053/2004,3.150350052246604,3.6,3.2462006952524,3.332183582499668
182,a01729658|2016-01-15|cluster_iva,a/swine/iowa/a01480656/2014,3.5145208240035846,3.6,3.3481139529170343,3.487544925640206
183,a01729658|2016-01-15|cluster_iva,a/swine/wyoming/a01444562/2013,4.297857889237201,4.2,2.6805855018844738,3.7261477970405585
184,a01729658|2016-01-15|cluster_iva,a/swine/pennsylvania/a01076777/2010,2.507298850574711,2.4,1.1550360712946126,2.0207783072897745
185,a01729658|2016-01-15|cluster_iva,a/swine/missouri/a01410819/2014,6.588472906403944,8.7,5.959718984864331,7.082730630422758
186,a01730226|2016-01-26|cluster_iva,a/wuhan/359/1995,4.507774294670848,5.4,4.046349992499297,4.6513747623900485
187,a01730226|2016-01-26|cluster_iva,a/sydney/5/1997,5.360961337513065,7.6,7.0697310116967635,6.67689744973661
188,a01730226|2016-01-26|cluster_iva,a/moscow/10/1999,6.854242424242424,7.2,8.493178745083616,7.515807056442014
189,a01730226|2016-01-26|cluster_iva,a/fujian/411/2002,6.704916405433639,8.1,7.5557400149215415,7.4535521401183935
190,a01730226|2016-01-26|cluster_iva,a/wisconsin/67/2005,7.755094043887146,8.7,10.34305192067038,8.932715321519174
191,a01730226|2016-01-26|cluster_iva,a/brisbane/10/2007,7.396687565308251,8.7,8.174232349235423,8.090306638181225
192,a01730226|2016-01-26|cluster_iva,a/perth/16/2009,7.403449768622178,9.1,7.6294466963811844,8.044298821667786
193,a01730226|2016-01-26|cluster_iva,a/victoria/361/2011,7.575052246603962,9.1,8.0809131352757,8.251988460626555
194,a01730226|2016-01-26|cluster_iva,a/swine/texas/4199-1/1998,5.009806687565295,7.2,5.6347983608967525,5.948201682820682
195,a01730226|2016-01-26|cluster_iva,a/swine/colorado/23619/1999,5.720433646812954,6.6,5.808118334264445,6.042850660359133
196,a01730226|2016-01-26|cluster_iva,a/swine/minnesota/1146/2006,4.814911180773255,4.2,5.673550495948723,4.896153892240659
197,a01730226|2016-01-26|cluster_iva,a/swine/iowa/1700/2007,4.778516196447237,4.5,4.7901783954111625,4.6895648639528
198,a01730226|2016-01-26|cluster_iva,a/swine/minnesota/2782/2009,4.363197492163013,4.2,4.150844447428529,4.238013979863847
199,a01730226|2016-01-26|cluster_iva,a/swine/illinois/02970/2009,5.389864158829688,5.2,5.446706684759727,5.345523614529806
200,a01730226|2016-01-26|cluster_iva,a/indiana/8/2011,3.0210031347962443,3.0,2.892198772363774,2.9710673023866723
201,a01730226|2016-01-26|cluster_iva,a/swine/newyork/a01104005/2011,1.7766927899686542,2.1,1.9676568819256617,1.9481165572981052
202,a01730226|2016-01-26|cluster_iva,a/swine/indiana/a00968373/2012,1.7321839080459769,2.2,2.433312627170603,2.1218321784055267
203,a01730226|2016-01-26|cluster_iva,a/swine/indiana/a01202866/2011,6.326363636363657,6.900000000000001,7.005682198038418,6.744015278134025
204,a01730226|2016-01-26|cluster_iva,a/swine/illinois/a01201606/2011,5.5237408568443085,6.7,4.855524962667857,5.693088606504055
205,a01730226|2016-01-26|cluster_iva,a/swine/iowa/a01202613/2011,5.4665308254963465,6.5,4.9854356333009715,5.650655486265772
206,a01730226|2016-01-26|cluster_iva,a/swine/iowa/a01049750/2011,4.655250783699065,5.2,3.9780716303249384,4.611107471341335
207,a01730226|2016-01-26|cluster_iva,a/swine/texas/a01049914/2011,4.862957157784746,5.2,4.222901705409043,4.7619529543979295
208,a01730226|2016-01-26|cluster_iva,a/swine/michigan/a01432375/2013,6.263667711598761,5.9,6.997105459675048,6.386924390424603
209,a01730226|2016-01-26|cluster_iva,a/swine/iowa/a01432500/2013,4.159764890282133,5.285185185185185,3.7620576000080166,4.402335891825111
210,a01730226|2016-01-26|cluster_iva,a/swine/minnesota/a01432544/2013,5.89724137931036,5.4,5.786600301704395,5.694613893671584
211,a01730226|2016-01-26|cluster_iva,a/swine/minnesota/a01280592/2013,4.344540229885061,4.3,3.968705582114662,4.204415270666574
