,antigen,antiserum,Random Forest,AdaBoosted,MLP Network,Ensemble
0,a/swine/texas/a01049914/2011,a/brisbane/10/2007,7.525587774294665,7.5,7.409653497834751,7.478413757376471
1,a/swine/texas/a01049914/2011,a/perth/16/2009,5.926144200626936,4.248661800486603,4.625370379778426,4.933392126963988
2,a/swine/texas/a01049914/2011,a/victoria/361/2011,6.731645768025074,5.25393794749403,5.3672604161621615,5.78428137722709
3,a/swine/texas/a01049914/2011,a/swine/newyork/a01104005/2011,1.8276436781609176,1.8,1.7603957549574296,1.7960131443727825
4,a/swine/texas/a01049914/2011,a/wuhan/359/1995,3.6798066875653266,3.7,3.437824668498612,3.6058771186879803
5,a/swine/texas/a01049914/2011,a/swine/indiana/a01202866/2011,3.965987460815047,4.3,3.3723642543303107,3.87945057171512
6,a/swine/texas/a01049914/2011,a/moscow/10/1999,5.974331243469147,6.1,4.9682269015342495,5.680852715001133
7,a/swine/texas/a01049914/2011,a/swine/texas/4199-1/1998,3.5826097178683405,3.7,2.9108783595265284,3.3978293591316238
8,a/swine/texas/a01049914/2011,a/swine/iowa/1700/2007,1.2308001194208094,1.7,1.4438350917052396,1.4582117370420162
9,a/swine/texas/a01049914/2011,a/swine/minnesota/2782/2009,1.1166778623675178,1.3,0.946214526028912,1.1209641294654766
10,a/swine/texas/a01049914/2011,a/swine/illinois/02970/2009,2.8429414838035525,3.233333333333334,3.3368510195322165,3.1377086122230344
11,a/swine/texas/a01049914/2011,a/indiana/8/2011,2.4180467233915532,2.433333333333334,3.07831158527275,2.643230547332546
12,a/swine/texas/a01049914/2011,a/swine/indiana/a00968373/2012,1.911347962382444,1.9,2.3050407795499552,2.0387962473107994
13,a/swine/texas/a01049914/2011,a/swine/illinois/a01201606/2011,3.9294028959546186,3.6,4.2217854251583615,3.917062773704327
14,a/swine/texas/a01049914/2011,a/swine/iowa/a01202613/2011,2.5122252303600248,2.8,2.051512043302127,2.454579091220717
15,a/swine/texas/a01049914/2011,a/swine/iowa/a01049750/2011,0.2673463426535702,0.4,-0.08802837634899334,0.1931059887681923
16,a/swine/texas/a01049914/2011,a/perth/16/2009,5.926144200626936,4.248661800486603,4.625370379778426,4.933392126963988
17,a/swine/texas/a01049914/2011,a/swine/newyork/a01104005/2011,1.8276436781609176,1.8,1.7603957549574296,1.7960131443727825
18,a/swine/texas/a01049914/2011,a/swine/iowa/a01480656/2014,3.5941013584116948,4.0,3.5014328003673145,3.6985113862596695
19,a/swine/texas/a01049914/2011,a/swine/missouri/a01476459/2012,6.459877220480659,6.3,6.833177787991858,6.531018336157504
20,a/swine/texas/a01049914/2011,a/swine/missouri/a01410819/2014,6.745958725182861,6.0,6.103979130647633,6.2833126186101635
21,a/swine/texas/a01049914/2011,a/wuhan/359/1995,3.6798066875653266,3.7,3.437824668498612,3.6058771186879803
22,a/swine/texas/a01049914/2011,a/swine/indiana/a01729045/2016,4.135438871473353,4.3,5.010278077381263,4.481905649618205
23,a/swine/texas/a01049914/2011,a/swine/nebraska/a01567651/2015,3.593479623824451,3.0,3.688816243683177,3.4274319558358766
24,a/swine/texas/a01049914/2011,a/turkey/ohio/313053/2004,1.6920398566950268,1.7000000000000002,2.4203377587266743,1.9374592051405668
25,a/swine/texas/a01049914/2011,a/swine/texas/4199-1/1998,3.5826097178683405,3.7,2.9108783595265284,3.3978293591316238
26,a/swine/texas/a01049914/2011,a/swine/colorado/23619/1999,4.824885057471266,4.2,3.8738608206176273,4.299581959362965
27,a/swine/texas/a01049914/2011,a/swine/minnesota/1146/2006,1.8424929093894609,2.2,2.224220303764235,2.0889044043845653
28,a/swine/texas/a01049914/2011,a/swine/iowa/1700/2007,1.2308001194208094,1.7,1.4438350917052396,1.4582117370420162
29,a/swine/texas/a01049914/2011,a/swine/minnesota/2782/2009,1.1166778623675178,1.3,0.946214526028912,1.1209641294654766
30,a/swine/texas/a01049914/2011,a/swine/illinois/02970/2009,2.8429414838035525,3.233333333333334,3.3368510195322165,3.1377086122230344
31,a/swine/texas/a01049914/2011,a/swine/pennsylvania/a01076777/2010,1.8126227795193357,2.1,1.3898109616137515,1.7674779137110288
32,a/swine/texas/a01049914/2011,a/indiana/8/2011,2.4180467233915532,2.433333333333334,3.07831158527275,2.643230547332546
33,a/swine/texas/a01049914/2011,a/swine/indiana/a00968373/2012,1.911347962382444,1.9,2.3050407795499552,2.0387962473107994
34,a/swine/texas/a01049914/2011,a/swine/illinois/a01241469/2012,2.363475145544109,2.4,2.5144754588851246,2.4259835348097454
35,a/swine/texas/a01049914/2011,a/swine/michigan/a01259000/2012,2.4069599940289597,2.6,2.6457227595956687,2.55089425120821
36,a/swine/texas/a01049914/2011,a/swine/indiana/a01202866/2011,3.965987460815047,4.3,3.3723642543303107,3.87945057171512
37,a/swine/texas/a01049914/2011,a/swine/illinois/a01201606/2011,3.9294028959546186,3.6,4.2217854251583615,3.917062773704327
38,a/swine/texas/a01049914/2011,a/swine/iowa/a01202613/2011,2.5122252303600248,2.8,2.051512043302127,2.454579091220717
39,a/swine/texas/a01049914/2011,a/swine/iowa/a01202889/2011,2.8705637883537523,2.8,2.7158835621817974,2.7954824501785165
40,a/swine/texas/a01049914/2011,a/swine/iowa/a01203196/2012,3.3326802507836986,2.7,2.661320481998356,2.8980002442606847
41,a/swine/texas/a01049914/2011,a/swine/iowa/a01049750/2011,0.2673463426535702,0.4,-0.08802837634899334,0.1931059887681923
42,a/swine/texas/a01049914/2011,a/swine/texas/a01049914/2011,0.006469686174141364,0.011111111111111113,0.01525254579956481,0.010944447694939095
43,a/swine/texas/a01049914/2011,a/swine/illinois/a01241066/2012,0.36614505789468377,0.4000000000000001,0.08346019093131711,0.2832017496086669
44,a/swine/texas/a01049914/2011,a/swine/nebraska/a01241171/2012,2.997857889237204,3.2,3.687466586934785,3.295108158723996
45,a/swine/texas/a01049914/2011,a/swine/iowa/a01203121/2012,0.3688286798748603,0.8,0.435346176569052,0.5347249521479708
46,a/swine/texas/a01049914/2011,a/swine/iowa/a01300195/2012,2.873040752351101,2.9,2.166702030643452,2.6465809276648504
47,a/swine/texas/a01049914/2011,a/swine/minnesota/a01125993/2012,3.9925809822361567,3.9,4.0367229373197135,3.976434639851957
48,a/swine/texas/a01049914/2011,a/swine/minnesota/a01300213/2012,3.3525182863113834,2.9,4.360188139413177,3.5375688085748536
49,a/swine/texas/a01049914/2011,a/swine/minnesota/a01327922/2012,3.3064158829676,3.3,3.192828285791016,3.2664147229195386
50,a/swine/texas/a01049914/2011,a/swine/iowa/a01432500/2013,4.292392894461878,4.2,4.15845468514235,4.216949193201409
51,a/swine/texas/a01049914/2011,a/swine/minnesota/a01432544/2013,3.1420585161964367,2.5058823529411756,2.6443430105515056,2.76409462656304
52,a/swine/texas/a01049914/2011,a/swine/minnesota/a01280592/2013,1.2324346917450408,1.8,0.26184901312042075,1.0980945682884873
53,a/swine/texas/a01049914/2011,a/swine/north_carolina/a01432566/2013,4.621342737722052,4.4,4.484568760894382,4.501970499538811
54,a/swine/texas/a01049914/2011,a/swine/michigan/a01203498/2012,3.2673458725182947,2.8,3.29991354218422,3.1224198049008383
55,a/swine/texas/a01049914/2011,a/swine/iowa/a01432826/2013,3.639834303627412,3.6,3.6191532220092015,3.619662508545538
56,a/swine/texas/a01049914/2011,a/swine/iowa/a01290671/2013,3.2335803851321,2.9,2.8570899665194034,2.996890117217168
57,a/swine/texas/a01049914/2011,a/swine/illinois/a01555180/2014,3.676541274817133,3.7,4.228616699159331,3.868385991325488
58,a/swine/texas/a01049914/2011,a/swine/arkansas/a01840240/2014,3.6404911180773216,2.9,3.326709282448776,3.2890668001753665
59,a/swine/texas/a01049914/2011,a/swine/illinois/a01240784/2012,1.8802948201224063,2.0,2.3732316933670905,2.0845088378298318
60,a/swine/texas/a01049914/2011,a/swine/illinois/a01327868/2012,5.049012539184956,5.0,5.290015337532597,5.113009292239184
61,a/swine/texas/a01049914/2011,a/swine/illinois/a01840351/2015,3.6301880877742905,4.3,4.554958024101438,4.1617153706252425
62,a/swine/texas/a01049914/2011,a/swine/illinois/a01475273/2014,1.611959247648909,1.8,1.175726074061194,1.5292284405700345
63,a/swine/texas/a01049914/2011,a/swine/illinois/a01503899/2014,2.1105015673981145,2.675,1.3265975414051914,2.0373663696011017
64,a/swine/texas/a01049914/2011,a/swine/illinois/a01489882/2015,2.912173458725185,2.7000000000000006,2.503576217022998,2.705249891916061
65,a/swine/texas/a01049914/2011,a/swine/illinois/a01502036/2014,2.601358411703232,2.7,2.178192469319411,2.4931836270075483
66,a/swine/texas/a01049914/2011,a/swine/wyoming/a01445305/2013,4.059848484848486,4.2,4.176800738875257,4.145549741241248
67,a/swine/texas/a01049914/2011,a/swine/wyoming/a01397400/2013,2.8348589341692723,2.684615384615385,2.828406000976524,2.782626773253727
68,a/swine/texas/a01049914/2011,a/swine/wyoming/a01444566/2013,4.253996865203772,4.7,4.804779446091652,4.586258770431806
69,a/swine/texas/a01049914/2011,a/swine/wyoming/a01381202/2013,2.973469174503652,3.0,2.8028012547804666,2.9254234764280387
70,a/swine/texas/a01049914/2011,a/swine/nebraska/a01493501/2014,3.835057471264368,3.0,3.95602345919516,3.597026976819843
71,a/swine/texas/a01049914/2011,a/swine/minnesota/a01366992/2014,3.54493207941484,3.0,3.054253195165185,3.1997284248600084
72,a/swine/texas/a01049914/2011,a/swine/indiana/a01260466/2014,3.9309299895506746,4.0,4.3139686099911865,4.081632866513954
73,a/swine/texas/a01049914/2011,a/swine/north_carolina/a01410118/2014,3.921891327063737,4.0,2.923808309626996,3.6152332122302435
74,a/swine/texas/a01049914/2011,a/swine/north_carolina/a01410709/2014,3.746133751306156,3.6,3.208961431054813,3.5183650607869903
75,a/swine/texas/a01049914/2011,a/swine/iowa/a01501685/2014,3.79277951933124,4.0,3.6369107793022217,3.809896766211154
76,a/swine/texas/a01049914/2011,a/swine/illinois/a00843193/2014,3.5631661442006166,4.0,3.6402960443055536,3.734487396168724
77,a/swine/texas/a01049914/2011,a/swine/wyoming/a01444562/2013,3.6522204806687535,4.7,3.5177862337373704,3.9566689048020423
78,a/swine/texas/a01049914/2011,a/swine/indiana/a01260591/2014,3.781818181818181,3.7,3.7852173240022338,3.7556785019401375
79,a/swine/texas/a01049914/2011,a/swine/california/a01459016/2015,3.7625914315569484,3.7,3.8251697218129985,3.762587051123316
