,antigen,antiserum,Random Forest,AdaBoosted,MLP Network,Ensemble
0,a/swine/denmark/15164-1-p1/2014,a/beijing/32/1992,5.618834900731462,5.5,4.059237097326656,5.05935733268604
1,a/swine/denmark/15164-1-p1/2014,a/wisconsin/67/2005,3.6925130616509954,3.2,4.178618678361278,3.6903772466707583
2,a/swine/denmark/15164-1-p1/2014,a/victoria/361/2011,3.4361233019853734,3.7,3.7861460091293297,3.6407564370382346
3,a/swine/denmark/15164-1-p1/2014,a/switzerland/9715293/2013,3.721029258098232,3.5,4.154562045694388,3.7918637679308738
4,a/swine/denmark/15164-1-p1/2014,a/hongkong/4801/2014,4.4619973130318025,3.8,4.961510628412465,4.407835980481424
5,a/swine/denmark/15164-1-p1/2014,a/swine/missouri/a01410819/2014,4.446880877742954,2.2,4.8830989507660885,3.8433266095030136
6,a/swine/denmark/15164-1-p1/2014,a/swine/texas/4199-2/1998,6.307938871473366,6.185714285714287,6.214846746131589,6.236166634439748
7,a/swine/denmark/15164-1-p1/2014,a/swine/minnesota/02782/2009,6.893670697118982,6.7,7.445429861798155,7.013033519639047
8,a/swine/denmark/15164-1-p1/2014,a/swine/indiana/a01729045/2016,6.2748410210479255,6.5,6.527136245771465,6.43399242227313
9,a/swine/denmark/15164-1-p1/2014,a/philippines/2/1982,5.895769766631843,6.0,5.978788485587359,5.958186084073068
10,a/swine/denmark/15164-1-p1/2014,a/sichuan/02/1987,5.614174503657268,5.666666666666668,4.809433152364881,5.363424774229606
11,a/swine/denmark/15164-1-p1/2014,a/portchalmers/1/1973,6.356729362591435,5.8125,7.139929232093223,6.4363861982282184
