,antigen,antiserum,Random Forest,AdaBoosted,MLP Network,Ensemble
0,a/swine/oklahoma/a01776961/2016,a/victoria/361/2011,6.227398119122268,6.5,5.5815052373980905,6.102967785506787
1,a/swine/oklahoma/a01776961/2016,a/swine/newyork/a01104005/2011,1.5635005224660383,1.5,0.2815899450004881,1.1150301558221754
2,a/swine/oklahoma/a01776961/2016,a/swine/iowa/a01480656/2014,3.0498850574712617,2.2,1.8273936579179748,2.3590929051297462
3,a/swine/oklahoma/a01776961/2016,a/wuhan/359/1995,4.628509852216767,4.8125,4.342467205571571,4.594492352596112
4,a/swine/oklahoma/a01776961/2016,a/turkey/ohio/313053/2004,2.961912225705328,3.0,3.0073311134860803,2.989747779730469
5,a/swine/oklahoma/a01776961/2016,a/swine/indiana/a01202866/2011,4.8081653978205665,5.5,3.5727376687251016,4.6269676888485565
6,a/swine/oklahoma/a01776961/2016,a/swine/texas/4199-1/1998,5.233782654127494,5.25,4.814728061695853,5.099503571941116
7,a/swine/oklahoma/a01776961/2016,a/swine/minnesota/2782/2009,2.401222570532917,2.5,2.1413569009956763,2.3475264905095314
8,a/swine/oklahoma/a01776961/2016,a/indiana/8/2011,2.0843946857739954,2.0,0.8526245695140636,1.6456730850960195
9,a/swine/oklahoma/a01776961/2016,a/swine/texas/a01049914/2011,2.637115987460809,3.3,2.392801773357464,2.7766392536060907
10,a/swine/oklahoma/a01776961/2016,a/swine/iowa/a01432500/2013,4.929295417226453,5.0,3.887775343289842,4.605690253505432
11,a/swine/oklahoma/a01776961/2016,a/swine/wyoming/a01444562/2013,3.141185997910131,4.0,2.0679590643525065,3.0697150207542125
