,antigen,antiserum,Random Forest,AdaBoosted,MLP Network,Ensemble
0,a/sydney/5/1997,a/bangkok/01/1979,4.941870428422145,5.6,5.2290845349635084,5.256984987795217
1,a/sydney/5/1997,a/beijing/32/1992,4.5744058814748465,4.993939393939394,4.423075097975363,4.6638067911298675
2,a/sydney/5/1997,a/fujian/411/2002,4.3584378265412695,4.3,3.2977536183906566,3.9853971483106423
3,a/sydney/5/1997,a/brisbane/10/2007,5.040891924167783,5.0,5.0060089827122365,5.015633635626673
4,a/sydney/5/1997,a/perth/16/2009,5.85844155844154,5.5,6.567957714970727,5.9754664244707545
5,a/sydney/5/1997,a/switzerland/9715293/2013,5.98087550380653,5.933333333333334,5.251223352734833,5.721810729958233
6,a/sydney/5/1997,a/swine/iowa/a01480656/2014,5.0411442006269525,5.3,4.456610379030191,4.932584859885714
7,a/sydney/5/1997,a/swine/missouri/a01410819/2014,6.949084191670398,6.1,5.019850376078517,6.0229781892496375
8,a/sydney/5/1997,a/wuhan/359/1995,2.265276907001045,3.1,3.0993645823698266,2.821547163123624
9,a/sydney/5/1997,a/philippines/2/1982,4.773281086729359,5.5,5.839961659914963,5.371080915548107
10,a/sydney/5/1997,a/sichuan/02/1987,5.008981191222568,5.0,4.417963017746138,4.808981402989568
11,a/sydney/5/1997,a/portchalmers/1/1973,5.644503657262262,5.8,5.630110027261024,5.691537894841095
12,a/sydney/5/1997,a/texas/1/1977,4.885084340946406,5.6000000000000005,4.9984814910383415,5.161188610661583
13,a/sydney/5/1997,a/leningrad/360/1986,4.431206150171665,5.0,5.3639640138829945,4.931723388018219
14,a/sydney/5/1997,a/shanghai/11/1987,4.845987460815047,5.0,5.012948161886152,4.952978540900398
15,a/sydney/5/1997,a/beijing/353/1989,3.935904612628749,3.9,4.147814045387553,3.9945728860054337
16,a/sydney/5/1997,a/bangkok/01/1979,4.941870428422145,5.6,5.2290845349635084,5.256984987795217
17,a/sydney/5/1997,a/beijing/32/1992,4.5744058814748465,4.993939393939394,4.423075097975363,4.6638067911298675
18,a/sydney/5/1997,a/switzerland/9715293/2013,5.98087550380653,5.933333333333334,5.251223352734833,5.721810729958233
19,a/sydney/5/1997,a/swine/iowa/a01480656/2014,5.0411442006269525,5.3,4.456610379030191,4.932584859885714
20,a/sydney/5/1997,a/swine/missouri/a01476459/2012,6.0470622480967196,5.5,5.834864261185452,5.793975503094058
21,a/sydney/5/1997,a/wuhan/359/1995,2.265276907001045,3.1,3.0993645823698266,2.821547163123624
22,a/sydney/5/1997,a/swine/indiana/a01729045/2016,4.97259056078021,5.1,5.9874625005285065,5.3533510204362384
23,a/sydney/5/1997,a/moscow/10/1999,2.5946827884758963,2.8,2.1900124822096863,2.528231756895194
24,a/sydney/5/1997,a/portchalmers/1/1973,5.644503657262262,5.8,5.630110027261024,5.691537894841095
25,a/sydney/5/1997,a/beijing/353/1989,3.935904612628749,3.9,4.147814045387553,3.9945728860054337
26,a/sydney/5/1997,a/sydney/5/1997,0.005417395173352085,0.0,0.021155309855662482,0.008857568343004855
27,a/sydney/5/1997,a/texas/1/1977,4.885084340946406,5.6000000000000005,4.9984814910383415,5.161188610661583
28,a/sydney/5/1997,a/philippines/2/1982,4.773281086729359,5.5,5.839961659914963,5.371080915548107
29,a/sydney/5/1997,a/leningrad/360/1986,4.431206150171665,5.0,5.3639640138829945,4.931723388018219
30,a/sydney/5/1997,a/swine/texas/4199-1/1998,3.798282579489476,4.0,3.026920605365373,3.6084010616182822
31,a/sydney/5/1997,a/swine/colorado/23619/1999,2.1639908941633093,2.2,1.8488132631129484,2.0709347190920857
32,a/sydney/5/1997,a/swine/iowa/a01202613/2011,5.36698313181071,5.5,5.559997527777865,5.475660219862857
33,a/sydney/5/1997,a/swine/iowa/a01049750/2011,4.678246006866695,5.0,4.316951040803028,4.665065682556574
34,a/sydney/5/1997,a/swine/minnesota/a01125993/2012,5.674642110762793,5.949999999999998,6.022093435580716,5.882245182114503
35,a/sydney/5/1997,a/swine/illinois/a01240784/2012,5.136896551724131,5.2,5.488506489427106,5.275134347050412
36,a/sydney/5/1997,a/swine/illinois/a01327868/2012,4.67684169278997,5.046923076923085,4.903331032640569,4.875698600784541
37,a/sydney/5/1997,a/swine/illinois/a01493027/2014,5.114557769816387,5.6000000000000005,4.767945165213919,5.160834311676768
38,a/sydney/5/1997,a/swine/illinois/a01475273/2014,4.842006269592477,5.5,5.329990562766977,5.223998944119818
39,a/sydney/5/1997,a/swine/illinois/a01489882/2015,5.223667711598738,6.1,4.841891341317329,5.388519684305355
40,a/sydney/5/1997,a/swine/illinois/a01502036/2014,5.098495297805638,5.966666666666666,5.471342108308943,5.512168024260416
41,a/sydney/5/1997,a/swine/wyoming/a01445305/2013,4.9839028213166126,5.4,3.461340379270373,4.615081066862328
42,a/sydney/5/1997,a/swine/wyoming/a01397400/2013,5.4557993730407475,5.4,5.185104481022742,5.346967951354497
43,a/sydney/5/1997,a/swine/wyoming/a01444566/2013,4.910783699059556,5.4,3.264069168245776,4.524950955768444
44,a/sydney/5/1997,a/swine/wyoming/a01381202/2013,5.194984326018804,5.1,4.557591413511249,4.9508585798433495
45,a/sydney/5/1997,a/swine/minnesota/a01366992/2014,5.273672936259138,5.1,5.608378341617058,5.327350425958731
46,a/sydney/5/1997,a/swine/indiana/a01260466/2014,5.033887147335418,5.8,5.26871173857847,5.367532961971296
47,a/sydney/5/1997,a/swine/north_carolina/a01410118/2014,4.965559038662481,5.3,4.557135461526651,4.940898166729711
48,a/sydney/5/1997,a/swine/north_carolina/a01410709/2014,4.968495297805637,5.3,3.878386243285018,4.715627180363551
49,a/sydney/5/1997,a/swine/iowa/a01501685/2014,4.90297805642633,5.6,4.335207108616102,4.9460617216808105
50,a/sydney/5/1997,a/swine/illinois/a01327903/2012,5.171536050156738,5.6000000000000005,4.198709107158601,4.990081719105113
51,a/sydney/5/1997,a/swine/illinois/a00843193/2014,5.070585161964466,5.3,4.3993991402319175,4.923328100732128
52,a/sydney/5/1997,a/swine/wyoming/a01444562/2013,5.120407523510967,5.3,3.9498720654210913,4.7900931963106865
53,a/sydney/5/1997,a/swine/illinois/a01728585/2015,5.294858934169271,5.7,4.920331568472594,5.305063500880622
54,a/sydney/5/1997,a/swine/illinois/a01462475/2015,5.114557769816387,5.6000000000000005,4.767945165213919,5.160834311676768
55,a/sydney/5/1997,a/swine/indiana/a01812162/2016,5.281818181818175,5.3,6.916797948012879,5.8328720432770185
56,a/sydney/5/1997,a/swine/illinois/a01475803/2014,5.091758098223614,5.3,6.1096137639454815,5.500457287389698
57,a/sydney/5/1997,a/swine/north_carolina/a01476722/2014,5.223735632183906,5.1,4.592351788235184,4.972029140139695
58,a/sydney/5/1997,a/swine/indiana/a01260268/2013,5.089132706374082,5.3,4.515647304093434,4.968260003489172
59,a/sydney/5/1997,a/swine/minnesota/a01277201/2012,5.072792580982235,5.046923076923085,5.731009458962839,5.2835750389560525
60,a/sydney/5/1997,a/swine/iowa/a01730108/2016,5.136925287356316,5.2,6.063076436111901,5.466667241156074
61,a/sydney/5/1997,a/swine/north_carolina/a01732564/2016,5.159339080459764,5.3,5.9071980975956775,5.455512392685146
62,a/sydney/5/1997,a/swine/iowa/a01729543/2016,4.9508881922675005,6.0,5.107970520980429,5.352952904415976
63,a/sydney/5/1997,a/swine/nebraska/a01478775/2015,5.0411442006269525,5.3,4.456610379030191,4.932584859885714
64,a/sydney/5/1997,a/moscow/10/1999,2.5946827884758963,2.8,2.1900124822096863,2.528231756895194
65,a/sydney/5/1997,a/swine/texas/4199-1/1998,3.798282579489476,4.0,3.026920605365373,3.6084010616182822
66,a/sydney/5/1997,a/swine/iowa/1700/2007,4.870987460815046,5.015384615384617,5.266450857159832,5.0509409777864995
67,a/sydney/5/1997,a/swine/minnesota/2782/2009,4.805003731900283,5.0,4.567362570861807,4.7907887675873635
68,a/sydney/5/1997,a/indiana/8/2011,5.905883713987156,5.5,5.8492720705838375,5.751718594856997
69,a/sydney/5/1997,a/swine/indiana/a00968373/2012,5.525496342737713,5.966666666666666,5.730424616155089,5.740862541853157
70,a/sydney/5/1997,a/swine/iowa/a01202613/2011,5.36698313181071,5.5,5.559997527777865,5.475660219862857
71,a/sydney/5/1997,a/swine/iowa/a01049750/2011,4.678246006866695,5.0,4.316951040803028,4.665065682556574
