,a/brisbane/10/2007,a/fujian/411/2002,a/indiana/8/2011,a/moscow/10/1999,a/perth/16/2009,a/swine/arkansas/a01840240/2014,a/swine/california/a01459016/2015,a/swine/illinois/a00843193/2014,a/swine/illinois/a01201606/2011,a/swine/illinois/a01241066/2012,a/swine/illinois/a01241469/2012,a/swine/illinois/a01327868/2012,a/swine/illinois/a01327903/2012,a/swine/illinois/a01462475/2015,a/swine/illinois/a01475273/2014,a/swine/illinois/a01475803/2014,a/swine/illinois/a01489882/2015,a/swine/illinois/a01493027/2014,a/swine/illinois/a01502036/2014,a/swine/illinois/a01503899/2014,a/swine/illinois/a01555180/2014,a/swine/illinois/a01555638/2015,a/swine/illinois/a01728585/2015,a/swine/illinois/a01840351/2015,a/swine/illinois/a02076652/2015,a/swine/indiana/a00968373/2012,a/swine/indiana/a01202866/2011,a/swine/indiana/a01260268/2013,a/swine/indiana/a01260466/2014,a/swine/indiana/a01260591/2014,a/swine/indiana/a01729045/2016,a/swine/indiana/a01812162/2016,a/swine/iowa/a01049750/2011,a/swine/iowa/a01202613/2011,a/swine/iowa/a01202889/2011,a/swine/iowa/a01203121/2012,a/swine/iowa/a01203196/2012,a/swine/iowa/a01290671/2013,a/swine/iowa/a01300195/2012,a/swine/iowa/a01432500/2013,a/swine/iowa/a01432770/2013,a/swine/iowa/a01432826/2013,a/swine/iowa/a01480656/2014,a/swine/iowa/a01501685/2014,a/swine/iowa/a01729543/2016,a/swine/iowa/a01730108/2016,a/swine/iowa/a01733626/2016,a/swine/michigan/a01203498/2012,a/swine/michigan/a01259000/2012,a/swine/michigan/a01432375/2013,a/swine/minnesota/a01049936/2011,a/swine/minnesota/a01125993/2012,a/swine/minnesota/a01277201/2012,a/swine/minnesota/a01280592/2013,a/swine/minnesota/a01300213/2012,a/swine/minnesota/a01327922/2012,a/swine/minnesota/a01365586/2013,a/swine/minnesota/a01366992/2014,a/swine/minnesota/a01432544/2013,a/swine/minnesota/a01471950/2015,a/swine/minnesota/a01480518/2014,a/swine/minnesota/a01847477/2015,a/swine/missouri/a01410819/2014,a/swine/missouri/a01476459/2012,a/swine/nebraska/a01241171/2012,a/swine/nebraska/a01271549/2012,a/swine/nebraska/a01478775/2015,a/swine/nebraska/a01493501/2014,a/swine/nebraska/a01567651/2015,a/swine/north_carolina/a01410118/2014,a/swine/north_carolina/a01410709/2014,a/swine/north_carolina/a01432566/2013,a/swine/north_carolina/a01476722/2014,a/swine/north_carolina/a01730588/2016,a/swine/north_carolina/a01732564/2016,a/swine/oklahoma/a01776961/2016,a/swine/pennsylvania/a01076777/2010,a/swine/texas/4199-1/1998,a/swine/texas/a01049914/2011,a/swine/wyoming/a01381202/2013,a/swine/wyoming/a01397400/2013,a/swine/wyoming/a01444562/2013,a/swine/wyoming/a01444566/2013,a/swine/wyoming/a01445305/2013,a/sydney/5/1997,a/turkey/ohio/313053/2004,a/victoria/361/2011,a/wisconsin/67/2005,a/wuhan/359/1995,a/swine/iowa/10980/2019|h3n2|ia|2019-02-12|cluster_iva_Random Forest,a/swine/iowa/14739/2019|h3n2|ia|2019-02-25|cluster_iva_Random Forest,a/swine/iowa/22754/2019|h3n2|ia|2019-03-25|cluster_iva_Random Forest,a/swine/iowa/26753/2019|h3n2|ia|2019-04-08|cluster_iva_Random Forest,a/swine/iowa/28744/2019|h3n2|ia|2019-04-15|cluster_iva_Random Forest,a/swine/iowa/32524/2019|h3n2|ia|2019-04-29|2010.1_Random Forest,a/swine/iowa/7190/2019|h3n2|ia|2019-01-28|cluster_iva_Random Forest,a/swine/kansas/10948/2019|h3n2|ks|2019-02-11|cluster_iva_Random Forest,a/swine/nebraska/14763/2019|h3n2|ne|2019-02-25|cluster_iva_Random Forest,a/swine/nebraska/23072/2019|h3n2|ne|2019-03-26|cluster_iva_Random Forest,a/swine/nebraska/24808/2019|h3n2|ne|2019-04-01|cluster_iva_Random Forest,a/swine/nebraska/27508/2019|h3n2|ne|2019-04-10|cluster_iva_Random Forest,a/swine/nebraska/28001/2019|h3n2|ne|2019-04-11|cluster_iva_Random Forest,a/swine/oklahoma/26250/2019|h3n2|ok|2019-04-05|cluster_iva_Random Forest,a/swine/south_dakota/32322/2019|h3n2|sd|2019-04-26|cluster_iva_Random Forest,a/swine/iowa/10980/2019|h3n2|ia|2019-02-12|cluster_iva_AdaBoosted,a/swine/iowa/14739/2019|h3n2|ia|2019-02-25|cluster_iva_AdaBoosted,a/swine/iowa/22754/2019|h3n2|ia|2019-03-25|cluster_iva_AdaBoosted,a/swine/iowa/26753/2019|h3n2|ia|2019-04-08|cluster_iva_AdaBoosted,a/swine/iowa/28744/2019|h3n2|ia|2019-04-15|cluster_iva_AdaBoosted,a/swine/iowa/32524/2019|h3n2|ia|2019-04-29|2010.1_AdaBoosted,a/swine/iowa/7190/2019|h3n2|ia|2019-01-28|cluster_iva_AdaBoosted,a/swine/kansas/10948/2019|h3n2|ks|2019-02-11|cluster_iva_AdaBoosted,a/swine/nebraska/14763/2019|h3n2|ne|2019-02-25|cluster_iva_AdaBoosted,a/swine/nebraska/23072/2019|h3n2|ne|2019-03-26|cluster_iva_AdaBoosted,a/swine/nebraska/24808/2019|h3n2|ne|2019-04-01|cluster_iva_AdaBoosted,a/swine/nebraska/27508/2019|h3n2|ne|2019-04-10|cluster_iva_AdaBoosted,a/swine/nebraska/28001/2019|h3n2|ne|2019-04-11|cluster_iva_AdaBoosted,a/swine/oklahoma/26250/2019|h3n2|ok|2019-04-05|cluster_iva_AdaBoosted,a/swine/south_dakota/32322/2019|h3n2|sd|2019-04-26|cluster_iva_AdaBoosted
a/swine/indiana/a00968373/2012,8.710244300000001,7.531405257,2.603824036,6.133986749,5.933303745,2.370833203,2.380072655,3.086192509,3.145932738,1.977641005,1.736703431,5.531082931,4.324782163,5.882295787,1.505035422,5.9122597489999995,3.356661406,6.257839161000001,3.6451304860000002,0.357735542,3.337269595,3.6576375860000003,6.330664042,3.922197055,3.534529285,0.0,5.047654478,5.132914417,3.39482659,2.6569601819999997,5.058536458,6.186529877000001,1.824994917,1.8336108290000002,2.297634707,2.408266724,5.30052306,1.65471834,2.206391624,5.645799116,3.0336813489999996,2.127849076,3.0865421730000002,2.7737631310000004,4.43771314,5.8202611289999995,2.838852599,3.233916784,2.159699008,4.3432931219999995,4.536396988,3.397131383,4.821141837,1.5745011130000002,2.8600772119999998,2.4196479440000003,5.531063704,2.531023669,1.7012711930000002,4.805194518,3.618591468,3.2157993680000003,5.514358279,6.108423802999999,5.757055879,6.697529243,4.27083762,3.8587274739999997,3.571230535,2.782364365,2.872276545,4.727909261000001,4.013583762,2.699451479,5.994444828,3.5076431560000003,1.073187152,5.420784889,2.109544805,2.18605299,1.909729944,3.0763646189999996,3.5074704860000003,3.530390857,6.578060501,2.638154494,6.329492354,7.3134187310000005,4.944868194,1.649679298795714,3.3656308977079963,1.7510955273997133,2.994115057948,4.781002600302341,6.480962556160005,1.649679298795714,2.994115057948,4.7107897820643405,2.1682488651759946,2.1555323989599957,2.1682488651759946,2.1682488651759946,1.7415619337428565,2.358305900377999,1.654157892,2.90350009,1.680797242,2.440473274,4.3737775710000015,6.329492354,1.654157892,2.440473274,4.331910515,2.159699008,2.159699008,2.159699008,2.159699008,1.680797242,2.376310707
a/swine/indiana/a01202866/2011,9.56751004,8.147984167,7.59956185,8.467246953,8.125381578999999,7.044176579,6.969720252999999,6.663271715,7.527488032000001,4.561703382,6.324314964,7.530846674,8.504583112,7.872423925,4.031103921000001,2.8121935839999996,2.66899724,8.552370595,3.056995783,4.883252105,8.346437717999999,8.493405297,8.103132472,8.120952496000001,8.484516767999999,5.047654478,0.0,7.23631278,7.192034812,7.343426601,3.101683571,2.65213831,4.36804256,6.725902037999999,7.273222334,4.956124932,0.991656205,6.304971481,5.862582167,6.444261651000001,7.883964217000001,6.9856088970000005,5.712317518,6.192299895,7.281683021,2.814974416,7.702157076000001,7.452090706,6.787819967999999,0.8532812259999999,8.006586417000001,8.091210764,8.444420361,5.017705192,7.693716553,7.1355969020000005,3.055032676,7.220316759,5.7925278979999995,8.909094577000001,8.449374458,8.057430056,5.949532335,6.817707307999999,8.752196845,7.862159949,7.139835735,8.623590947,8.394353911,5.698039894,6.164631392,4.0688709439999995,6.78053879,7.409249606,2.8891992139999996,8.081883,5.720906032,4.814630946,4.425577786,6.792522987999999,6.579938552000001,7.282988242,7.024286693,7.147992655,7.734153331,6.634119132,8.088896445,8.766759119,3.937621867,6.833755910325982,4.840642558973998,6.8309351301839785,4.287250665578,4.985280001845998,6.9307897375620175,6.833755910325982,4.287250665578,4.729990677491204,6.476814645711966,6.454927534473968,6.476814645711966,6.476814645711966,6.781022595109981,5.993176086897996,6.7805387900000005,4.139169785,6.78053879,4.638575165,4.46484271,6.970865694,6.7805387900000005,4.638575165,4.36804256,6.787819967999999,6.787819967999997,6.787819967999999,6.787819967999999,6.760834401,6.787819967999997
a/swine/indiana/a01260268/2013,10.57452827,8.963911934,5.384871261,4.932671891,9.459116303,6.52755941,6.646508101,2.46708249,7.742850551,3.7775995030000002,4.233296318,1.291291125,3.634892212,0.8411381259999999,4.645905922,7.039441105,5.29105235,1.367870931,4.635753816999999,4.843782784,5.858721052999999,5.079059453,1.20594511,3.741955285,5.745844037,5.132914417,7.23631278,0.0,2.6755721759999997,6.796691402,6.88285652,7.71242864,3.795099814,4.607908952,5.809166485,3.3321137189999996,6.719546273,6.195817572999999,7.059399502000001,3.033748075,6.499524376,6.403884597999999,2.101281158,2.655407936,1.138315746,7.336659124,5.012884876,3.241454519,4.457874773,6.872207675,2.68631834,4.917669,2.4107233480000003,6.6909434139999995,6.903994267000001,6.744869572000001,7.329454693,4.842934055,6.760325155,3.351458974,5.0351164530000005,6.6746259729999995,7.547161859,8.879669841,2.013732495,2.879539579,1.145062637,4.70394247,4.828059683999999,2.381412645,2.468830229,4.4682735319999995,1.257624134,5.395035279,7.736324056,4.358041499,5.561170725,3.418101773,3.756448583,4.133683914,5.533826738999999,4.205001598,3.038262838,3.1596393519999997,4.753703865,3.71574757,9.942905018,9.038034391,4.585080427,5.060257638761996,5.295615130540859,5.049865268051998,5.3321631426039975,4.123061445199999,8.064010432115987,5.060257638761996,5.3321631426039975,3.8943655729320032,4.9197078799992,4.924037187171198,4.9197078799992,4.9197078799992,4.921873901683993,4.8398481553491886,5.079059453,4.730218127,4.843782784,5.188861311,3.5615438839999998,8.399876402,5.079059453,5.188861311,3.539392772,5.079059453,5.132914417,5.079059453,5.079059453,4.70394247,4.744357139
a/swine/indiana/a01260466/2014,9.117193257,7.768643915,3.0739318160000004,4.104498373,7.329967196,4.0638396839999995,4.205439269,0.5668623770000001,5.415794452,3.137982144,2.385550675,3.425865632,1.419624323,3.175395505,3.456143136,7.127189883,4.864858372,3.449856964,4.558121113,3.202225991,3.2591395430000003,2.948416092,3.69845306,2.414956129,3.108761579,3.39482659,7.192034812,2.6755721759999997,0.0,4.3028694089999995,6.474223752,7.69085,3.054503698,2.224188862,3.566255085,2.9282394519999997,6.987186743,3.9078516580000002,4.93129734,3.964890648,3.892110953,4.036274125,1.761932997,1.009659468,1.9062174019999998,7.22697324,2.372677864,1.3757664459999999,2.590985975,6.671322937,2.513264466,2.248457307,1.5038479390000001,4.902870836,4.528745427,4.320674457,7.004495165,2.226700992,4.711571383,2.083304628,2.431511726,4.057587676,6.350613472,7.341297552,2.4416779440000003,4.309787322,1.5629254780000001,2.245643125,2.282749591,1.617128254,1.06083389,4.781869811,1.4901770540000001,3.486268078,7.540035155,2.513184636,3.7604678380000003,4.793474324,3.235608777,1.6301390580000001,3.104068748,1.654157892,1.0118756979999999,1.015170865,4.823602998,2.453178991,7.899512757999999,7.4812934470000005,5.04354082,3.3958104160290032,4.326965015320857,3.596779613299,4.642273952381994,4.023862144802002,6.648413648120301,3.3958104160290032,4.642273952381994,3.926470332166002,3.711171129063993,3.8715689965159927,3.711171129063993,3.711171129063993,3.530727465219,3.958867690035993,3.0989996135499984,3.897824562,3.1726622799999995,4.3828177230000005,3.3063337180000003,6.350613472,3.0989996135499984,4.3828177230000005,3.3259922289999997,3.525821428,3.5785918560000005,3.525821428,3.525821428,3.25583688,3.578591856
a/swine/indiana/a01260591/2014,8.23416146,7.528448262,2.257257426,6.452053172,4.776651975,0.364836971,0.417728768,4.348091896000001,1.5326701219999999,4.497464668,3.071684206,7.315812912,4.3982271630000005,7.414728642,3.8143370489999997,7.8812156060000005,5.535093205,7.684716009,5.89911153,2.911224942,1.9658850630000002,3.396441437,7.9281278120000005,4.637763956000001,2.192885385,2.6569601819999997,7.343426601,6.796691402,4.3028694089999995,0.0,6.749575707000001,8.098777545,4.364847049,2.251987069,1.931340384,4.793446994,7.699442554,1.058499957,1.817339951,7.261979417999999,0.8594650909999999,0.843499057,4.985877109,4.217136162,5.939229507,7.672734642000001,2.191392966,4.084022968999999,3.121097068,6.68350174,5.741775753,2.695943016,5.5317979710000005,2.603227115,1.3240264309999998,0.422163206,7.230969847000001,2.17434842,1.815233911,5.231811512,2.8445940939999996,0.920286795,6.000346187999999,6.0253960939999995,6.6582294420000006,8.127688945,5.717928162000001,3.377437201,3.0059593010000003,4.650311203,4.396002386,6.741338797,5.5485811179999995,3.016595518,7.770131116,3.851400949,2.52928225,7.674920001,4.655056905,2.690917195,1.424336183,3.138117295,4.293515773,4.208805709,7.525319265,4.096549802,5.327925191,6.828621374,7.027103906000001,3.112985592257446,4.042597756722003,3.0883388113467847,3.902457027874,5.257695286288001,6.096164854161501,3.112985592257446,3.902457027874,5.245502402080003,3.3600014548399972,3.3434138065079964,3.3600014548399972,3.3600014548399972,3.1055012470667784,3.3168095756860008,3.0165955180000004,3.6494180939999996,3.033748075,3.4494005889999997,4.783041549,6.0253960939999995,3.0165955180000004,3.4494005889999997,4.674181226,3.115763207,3.115763207,3.115763207,3.115763207,3.071684206,3.100795007
a/swine/indiana/a01729045/2016,6.649053837,5.124815439,7.464327589,6.250563424,6.101106703999999,6.409083849,6.334473353,6.063751825,7.468709402000001,5.098409846,6.404350397000001,7.670911144,7.554810236000001,7.331534625,3.7110416230000003,1.360619531,2.042515145,8.230101591,2.430874452,4.837720023,7.739900201,8.356678023999999,7.663981391,8.192645999,7.735311059,5.058536458,3.101683571,6.88285652,6.474223752,6.749575707000001,0.0,1.562743371,4.675619223,6.3212619629999995,7.27054701,5.487244189,2.974783767,5.841992731,5.347190226,5.010811225,7.1463384439999995,6.714787247,5.358052251,5.533832758,7.054025826,1.023174822,6.976026176,7.232310931000001,6.934821513999999,3.401779654,8.15036123,7.139476745,7.756846672999999,5.227132332,7.577709846,6.718840823,0.546353372,6.342551407999999,5.749941109,8.514518442,7.6862908889999995,7.313266757999999,3.07258395,4.218426062,7.8903742679999995,6.534500852000001,6.704658717999999,7.979123197000001,7.7414882920000005,5.338289692,5.567054382999999,2.656225698,6.287817502,7.70207556,1.168300159,8.069072014,6.066920022000001,4.432132318,4.999078731,6.159195346000001,5.770512485,6.135918175,5.888776131,6.000299649,5.490137813,6.966700771,6.05593982,5.910163117000001,2.6886675889999996,6.6851901893020225,5.951737368701996,6.845201088222014,6.0221015875939905,5.595625343962018,4.2235879483580065,6.6851901893020225,6.0221015875939905,5.580022246798017,6.737614466793988,6.772173278233988,6.737614466793988,6.737614466793988,6.678255487000018,7.014874889185995,6.88285652,5.97763863,7.054025826,6.704658717999999,6.063751825,3.947741798,6.88285652,6.704658717999999,6.063751825,6.88285652,6.88285652,6.88285652,6.88285652,6.88285652,7.5548102360000025
a/swine/indiana/a01812162/2016,7.792764861,6.312580111,8.694403957999999,7.57611157,7.479644167999999,7.764453716,7.685365739,7.2299972320000006,8.665250047,5.934635484,7.51278147,8.364712704,8.870976332,8.152297981,4.842325915,0.762649664,2.975232969,9.044308233999999,3.237670387,5.9662690000000005,9.105426883,9.572292051,8.405640395,9.264586482,9.129650748,6.186529877000001,2.65213831,7.71242864,7.69085,8.098777545,1.562743371,0.0,5.57747732,7.592377315,8.468530999,6.29819018,2.405044479,7.141046331,6.607415929,5.858499296000001,8.542651075,7.982500063,6.359029325,6.711986598999999,7.991402217999999,0.5738992820000001,8.344198908,8.374242135,8.038226517,3.299087735,9.095758817,8.547286915,8.910438048,6.276625897000001,8.816614477,8.02181153,1.114634165,7.734914361,6.905721229,9.673149674,9.059083864,8.712982661,4.465440859,5.495842926,8.962770151,7.342422217,7.700457728,9.307630212000001,9.081665654,6.384325552999999,6.711044009,3.411642534,7.29450332,8.798114501,0.562831396,9.213748697,7.122941936,4.787439033,5.803794389,7.4644884739999995,7.1580596839999995,7.542272392,7.191489177999999,7.318050179,6.562014805,7.956301729,7.349182764,7.255779315,3.279650813,7.928839819319994,7.271171093613996,8.141581167899991,7.11529056662999,5.811119320158004,5.825136332729978,7.928839819319994,7.11529056662999,5.852141383272008,7.784170422417987,7.787086749251987,7.784170422417987,7.784170422417987,7.877892274063997,8.294128114031988,7.991402217999999,7.2299972320000006,8.798114501,7.616224174,6.384325552999999,4.573544257,7.991402217999999,7.616224174,6.384325552999999,7.700457728,7.700457728,7.700457728,7.700457728,7.991402217999999,8.770376361
a/swine/iowa/a01049750/2011,9.323874064,7.876468768,3.666875713,5.897754045,7.203134414,4.061884409,4.100116693,2.5331768919999997,4.917348306,0.479156204,2.162452385,4.112213736,4.378642232,4.585461241,1.366398301,5.165515649,2.661782353,5.0281407080000005,2.570344921,1.522697322,4.519432094,4.290458298,4.958009825,3.788347155,4.632292155,1.824994917,4.36804256,3.795099814,3.054503698,4.364847049,4.675619223,5.57747732,0.0,2.758660765,3.607252701,0.9179792459999999,4.320221319,3.4105502060000004,3.918534205,4.455048366000001,4.553607401,3.8260593910000003,1.848740413,2.176684207,3.342246931,5.246995652,3.792106234,3.0878293589999997,2.6510828999999996,3.740021038,3.8144671810000004,4.181429275,4.309802185,3.149980536,4.481048595,4.164421108,5.1285629219999995,3.4577354280000003,3.4925682389999997,4.574415243,4.400093608,4.7489080889999995,5.821971071,6.8149979389999995,4.957908132,5.494897755,3.231291909,4.427778495,4.261506044,1.6851773909999999,2.141231524,3.5997154960000004,2.9349916360000003,3.519086443,5.525967079,3.785722142,2.452627964,3.800146827,0.477917132,2.76456639,3.307167012,3.5263533560000004,3.260339876,3.3612587510000003,5.9009607310000005,2.387145969,7.562955027999999,7.921680329,3.747136235,3.505214930920009,3.601510357329998,3.4958291601520064,3.8531682829399942,4.5710261094060005,6.929541041722014,3.505214930920009,3.8531682829399942,4.396637252855999,3.210996322569998,3.2812805127899978,3.210996322569998,3.210996322569998,3.2140251718320068,3.4398846891399986,3.6030209369999997,3.59190324,3.6030209369999997,3.785722142,3.937621867,7.203134414,3.6030209369999997,3.785722142,3.795099814,3.383553661,3.383553661,3.383553661,3.383553661,3.6030209369999997,3.503882814
a/swine/iowa/a01202613/2011,8.906941818,7.799023903999999,1.26501614,5.43212833,6.203621077,2.041206605,2.185288345,2.213123458,3.20081588,2.820283588,1.125999953,5.070424348,2.719113176,5.259135011000001,2.798465208,7.206710636,4.679979669,5.473836226,4.748352243,1.8775322819999998,1.7639969690000001,2.086489711,5.752448836,2.66510025,1.8865774030000002,1.8336108290000002,6.725902037999999,4.607908952,2.224188862,2.251987069,6.3212619629999995,7.592377315,2.758660765,0.0,1.492885592,2.925166289,6.835674593999999,1.862162441,3.041415633,5.588786535,2.052962069,1.83143299,2.925214811,2.180880058,3.7017080389999997,7.158783794,1.114677165,1.9122699159999998,1.307117,6.060316587999999,3.57108672,1.705495741,3.494777666,3.040424533,2.36325667,2.173539397,6.8425219760000004,1.07350604,2.661421454,3.284079016,1.81042336,2.236414008,6.135990716,6.72846467,4.635076695,6.299791749,3.520993238,2.028303727,1.7385895880000002,2.593903272,2.328945639,5.4815972870000005,3.3848039689999996,1.9116452290000001,7.374492365,2.0875866430000003,1.880200993,5.955046621,2.99058004,0.692397787,1.374393131,1.7973017569999998,2.5369714780000003,2.482749891,6.295660123999999,2.075473232,6.758293962000001,7.345125513999999,5.749572352,2.083867800516002,3.164792084024799,2.0782193462340017,2.9465812810779934,4.624107947056,6.840533829400005,2.083867800516002,2.9465812810779934,4.589682109928001,1.9667903792619958,2.0080543773819968,1.9667903792619958,1.9667903792619958,2.060395339378,2.009882375817995,2.086489711,2.970784555,2.086489711,2.073576184,4.491153338,6.72846467,2.086489711,2.073576184,4.133683914,1.9116452290000001,1.9116452290000001,1.9116452290000001,1.9116452290000001,2.028303727,1.9116452290000001
a/swine/iowa/a01202889/2011,9.802436086,8.859838497,0.703473383,6.855559386,6.608884259,1.935432775,2.061760354,3.5705826060000003,2.167865762,3.539900597,1.699846899,6.035627336,3.8389671030000003,6.499969062000001,3.708826297,8.17816804,5.617286912999999,6.566578145,5.812635485,2.537503852,1.7153314519999998,1.917726033,6.957169145,3.0235426339999996,2.104750846,2.297634707,7.273222334,5.809166485,3.566255085,1.931340384,7.27054701,8.468530999,3.607252701,1.492885592,0.0,3.683910659,7.544212807,1.8904808359999998,3.0156120669999997,7.03613973,1.929175945,1.210741963,4.192123933,3.58928924,4.800142307,8.083096258,1.914522887,2.787385574,1.483511345,6.517956418,4.209158015,2.614012511,4.614820657,2.872938516,1.18670409,1.672763777,7.7602964420000005,2.219212967,2.334633394,4.019368938,2.414993699,2.033556619,7.155790051,7.507960491,5.863051279,7.7419305529999995,4.73776257,2.613152855,2.327560868,3.8671818589999996,3.7074677869999997,6.732690725,4.660091535,1.087492551,8.25238674,2.238355501,1.602569374,7.183152451000001,3.7251651439999995,2.160962342,2.098128124,3.160191725,4.005549041,3.9406152189999997,7.778666631,2.492945266,7.142381369,8.308286401,6.977163012999999,2.0861921557080008,3.3058479689487954,2.1149960333640005,3.251237862429996,4.963112851817999,7.166428582378019,2.0861921557080008,3.251237862429996,4.959635093092005,2.110308848407997,2.216878274721996,2.110308848407997,2.110308848407997,2.0695564019680006,2.4633863025606626,2.238355501,3.497746168,2.238355501,2.297634707,4.660091535,7.155790051,2.238355501,2.297634707,4.660091535,2.160962342,2.228726018,2.160962342,2.160962342,2.238355501,2.160962342
a/swine/iowa/a01203121/2012,10.12183449,8.654956091,3.6480428110000003,6.2190850189999995,8.003183242,4.524522885,4.590218415,2.412508495,5.275833133,0.5624743560000001,2.071522448,3.4119086839999997,4.261945632,4.164420925,2.271926641,5.855959593,3.4594472130000002,4.455396102,3.235257958,2.167278042,4.627725728,4.0337632889999995,4.490436654,3.2317167660000004,4.748629225,2.408266724,4.956124932,3.3321137189999996,2.9282394519999997,4.793446994,5.487244189,6.29819018,0.9179792459999999,2.925166289,3.683910659,0.0,4.840306348,3.9325244130000003,4.603516466,4.612304172,4.886085911,4.173287236,1.7141374409999999,2.224961762,2.789505048,5.993016835,3.937766344,2.714129245,2.451745849,4.318409228999999,3.08579654,4.317388579,3.953221375,3.779854597,4.7043867839999995,4.574153315,5.9264787860000006,3.730751904,4.053766793,4.112213238,4.419312135,5.075436894,6.66231549,7.687249607999999,4.615755864,5.448647607000001,2.816433192,4.316667792,4.21442565,1.614143394,2.127940286,4.123584776,2.607868545,3.325519192,6.295014042000001,3.397887064,2.723205718,3.894909995,0.592107727,2.9293695,3.7908474639999996,3.7756578910000003,3.3862273110000003,3.485628882,6.231958089,1.8590514269999998,8.395953246,8.674954547,4.24123411,3.405586446576512,3.5502918935919983,3.3756282390420105,3.6738203236859968,4.543481243954004,7.2842301425473295,3.405586446576512,3.6738203236859968,4.488827688776,3.089329462623997,3.1334148994579984,3.089329462623997,3.089329462623997,3.1612263388045085,3.296767613259996,3.397887064,3.397887064,3.397887064,3.472898775,4.0688709439999995,7.687249607999999,3.397887064,3.472898775,3.946498024,3.325519192,3.325519192,3.325519192,3.325519192,3.397887064,3.325519192
a/swine/iowa/a01203196/2012,9.606951081,8.06965863,7.7886439439999995,8.085960321,8.486144754,7.378601249,7.323330219,6.446691284,8.03004233,4.52517532,6.414069102999999,7.036492657,8.335559659,7.297189498,4.110194868,2.358477338,2.5354403999999997,8.018494345,2.662315396,5.079439833,8.519775613,8.580271923,7.4889093639999995,8.049307253,8.620645066,5.30052306,0.991656205,6.719546273,6.987186743,7.699442554,2.974783767,2.405044479,4.320221319,6.835674593999999,7.544212807,4.840306348,0.0,6.648620877999999,6.3360664579999995,5.784948262,8.155594858999999,7.33915899,5.402716612000001,5.984010467999999,6.906487141,2.557546042,7.793974559,7.354452885,6.895211161000001,1.549009395,7.780329271,8.121596801,8.143730851,5.538879532999999,8.077176377999999,7.513409732,2.932305364,7.294710127999999,6.272390167,8.720876555,8.494824014,8.339193879,5.947753554,7.01276012,8.311586891000001,7.169487795,6.760834401,8.625027441,8.427250877,5.444954211000001,5.932860716,3.4494005889999997,6.401614547,7.616224174,2.756447712,8.101724531,6.042333554,4.016688498,4.365848423,6.812131689,6.783299102000001,7.224729701,6.7972101810000005,6.935951882,7.180304058,6.628350905,8.48476149,8.770784014,3.254947824,6.884267475389991,4.176722223958,6.920462796685992,4.894586737480004,4.171699318426001,6.745438101108,6.884267475389991,4.894586737480004,4.091753069944002,6.427753923742012,6.45439217583801,6.427753923742012,6.427753923742012,6.8999375146379895,6.037046090337999,6.906487141,3.777658335,6.987186743,5.593462975,3.7044375560000002,6.797383484,6.906487141,5.593462975,3.708826297,6.760834401,6.760834401,6.760834401,6.760834401,6.987186743,6.812131688999997
a/swine/iowa/a01290671/2013,8.118723491,7.228620642999999,2.2850166830000003,6.187367086,4.865945991999999,0.766704657,0.735273805,3.822468536,1.9291838590000001,3.5755419760000002,2.5026413180000002,6.709442673,4.340287764,6.8619694870000005,2.795743874,6.919946286,4.5247752530000005,7.2037528239999995,4.905879066000001,1.9106408869999998,2.448057951,3.514328743,7.361392323,4.42198184,2.662220705,1.65471834,6.304971481,6.195817572999999,3.9078516580000002,1.058499957,5.841992731,7.141046331,3.4105502060000004,1.862162441,1.8904808359999998,3.9325244130000003,6.648620877999999,0.0,1.240044773,6.564449851,1.642919926,0.906834693,4.247667396000001,3.597795685,5.408984595,6.73072489,2.2862801040000003,3.763480463,2.705163818,5.642865124,5.362693395,2.850036551,5.281361973,1.732510044,1.7786509259999999,0.9057249209999999,6.321570234,2.0599647180000002,1.0902763999999998,5.123672589,3.0896217530000003,1.7929271340000001,5.469428214,5.682925489,6.3365959720000005,7.5423503489999995,5.1849265860000004,3.54659943,3.182095117,3.9158305980000003,3.762572568,5.833419102000001,4.966727837,2.848656102,6.842324405,3.745260122,1.7726578119999998,6.76951685,3.72024557,2.311062839,1.0262468409999999,2.9272188939999997,3.88250298,3.8362174419999997,7.025157416,3.5721282189999997,5.348028643,6.7196096039999995,6.101394786,2.8333667985360025,3.956664360424,2.8968100791180027,3.680648118074002,5.194386790994667,5.918774087849973,2.8333667985360025,3.680648118074002,5.163020032752667,2.7706618740380007,2.7695378388700003,2.7706618740380007,2.7706618740380007,2.8958900532700023,2.9773135768319974,2.848656102,3.514328743,2.985241075,3.182095117,4.885371783,5.688541417000001,2.848656102,3.182095117,4.842325915,2.7152157980000005,2.7152157980000005,2.7152157980000005,2.7152157980000005,2.898820843,2.750534177
