,a/brisbane/10/2007,a/fujian/411/2002,a/indiana/8/2011,a/moscow/10/1999,a/perth/16/2009,a/swine/arkansas/a01840240/2014,a/swine/california/a01459016/2015,a/swine/illinois/a00843193/2014,a/swine/illinois/a01201606/2011,a/swine/illinois/a01241066/2012,a/swine/illinois/a01241469/2012,a/swine/illinois/a01327868/2012,a/swine/illinois/a01327903/2012,a/swine/illinois/a01462475/2015,a/swine/illinois/a01475273/2014,a/swine/illinois/a01475803/2014,a/swine/illinois/a01489882/2015,a/swine/illinois/a01493027/2014,a/swine/illinois/a01502036/2014,a/swine/illinois/a01503899/2014,a/swine/illinois/a01555180/2014,a/swine/illinois/a01555638/2015,a/swine/illinois/a01728585/2015,a/swine/illinois/a01840351/2015,a/swine/illinois/a02076652/2015,a/swine/indiana/a00968373/2012,a/swine/indiana/a01202866/2011,a/swine/indiana/a01260268/2013,a/swine/indiana/a01260466/2014,a/swine/indiana/a01260591/2014,a/swine/indiana/a01729045/2016,a/swine/indiana/a01812162/2016,a/swine/iowa/a01049750/2011,a/swine/iowa/a01202613/2011,a/swine/iowa/a01202889/2011,a/swine/iowa/a01203121/2012,a/swine/iowa/a01203196/2012,a/swine/iowa/a01290671/2013,a/swine/iowa/a01300195/2012,a/swine/iowa/a01432500/2013,a/swine/iowa/a01432770/2013,a/swine/iowa/a01432826/2013,a/swine/iowa/a01480656/2014,a/swine/iowa/a01501685/2014,a/swine/iowa/a01729543/2016,a/swine/iowa/a01730108/2016,a/swine/iowa/a01733626/2016,a/swine/michigan/a01203498/2012,a/swine/michigan/a01259000/2012,a/swine/michigan/a01432375/2013,a/swine/minnesota/a01049936/2011,a/swine/minnesota/a01125993/2012,a/swine/minnesota/a01277201/2012,a/swine/minnesota/a01280592/2013,a/swine/minnesota/a01300213/2012,a/swine/minnesota/a01327922/2012,a/swine/minnesota/a01365586/2013,a/swine/minnesota/a01366992/2014,a/swine/minnesota/a01432544/2013,a/swine/minnesota/a01471950/2015,a/swine/minnesota/a01480518/2014,a/swine/minnesota/a01847477/2015,a/swine/missouri/a01410819/2014,a/swine/missouri/a01476459/2012,a/swine/nebraska/a01241171/2012,a/swine/nebraska/a01271549/2012,a/swine/nebraska/a01478775/2015,a/swine/nebraska/a01493501/2014,a/swine/nebraska/a01567651/2015,a/swine/north_carolina/a01410118/2014,a/swine/north_carolina/a01410709/2014,a/swine/north_carolina/a01432566/2013,a/swine/north_carolina/a01476722/2014,a/swine/north_carolina/a01730588/2016,a/swine/north_carolina/a01732564/2016,a/swine/oklahoma/a01776961/2016,a/swine/pennsylvania/a01076777/2010,a/swine/texas/4199-1/1998,a/swine/texas/a01049914/2011,a/swine/wyoming/a01381202/2013,a/swine/wyoming/a01397400/2013,a/swine/wyoming/a01444562/2013,a/swine/wyoming/a01444566/2013,a/swine/wyoming/a01445305/2013,a/sydney/5/1997,a/turkey/ohio/313053/2004,a/victoria/361/2011,a/wisconsin/67/2005,a/wuhan/359/1995,a/swine/iowa/10980/2019|h3n2|ia|2019-02-12|cluster_iva_Random Forest,a/swine/iowa/14739/2019|h3n2|ia|2019-02-25|cluster_iva_Random Forest,a/swine/iowa/22754/2019|h3n2|ia|2019-03-25|cluster_iva_Random Forest,a/swine/iowa/26753/2019|h3n2|ia|2019-04-08|cluster_iva_Random Forest,a/swine/iowa/28744/2019|h3n2|ia|2019-04-15|cluster_iva_Random Forest,a/swine/iowa/32524/2019|h3n2|ia|2019-04-29|2010.1_Random Forest,a/swine/iowa/7190/2019|h3n2|ia|2019-01-28|cluster_iva_Random Forest,a/swine/kansas/10948/2019|h3n2|ks|2019-02-11|cluster_iva_Random Forest,a/swine/nebraska/14763/2019|h3n2|ne|2019-02-25|cluster_iva_Random Forest,a/swine/nebraska/23072/2019|h3n2|ne|2019-03-26|cluster_iva_Random Forest,a/swine/nebraska/24808/2019|h3n2|ne|2019-04-01|cluster_iva_Random Forest,a/swine/nebraska/27508/2019|h3n2|ne|2019-04-10|cluster_iva_Random Forest,a/swine/nebraska/28001/2019|h3n2|ne|2019-04-11|cluster_iva_Random Forest,a/swine/oklahoma/26250/2019|h3n2|ok|2019-04-05|cluster_iva_Random Forest,a/swine/south_dakota/32322/2019|h3n2|sd|2019-04-26|cluster_iva_Random Forest,a/swine/iowa/10980/2019|h3n2|ia|2019-02-12|cluster_iva_AdaBoosted,a/swine/iowa/14739/2019|h3n2|ia|2019-02-25|cluster_iva_AdaBoosted,a/swine/iowa/22754/2019|h3n2|ia|2019-03-25|cluster_iva_AdaBoosted,a/swine/iowa/26753/2019|h3n2|ia|2019-04-08|cluster_iva_AdaBoosted,a/swine/iowa/28744/2019|h3n2|ia|2019-04-15|cluster_iva_AdaBoosted,a/swine/iowa/32524/2019|h3n2|ia|2019-04-29|2010.1_AdaBoosted,a/swine/iowa/7190/2019|h3n2|ia|2019-01-28|cluster_iva_AdaBoosted,a/swine/kansas/10948/2019|h3n2|ks|2019-02-11|cluster_iva_AdaBoosted,a/swine/nebraska/14763/2019|h3n2|ne|2019-02-25|cluster_iva_AdaBoosted,a/swine/nebraska/23072/2019|h3n2|ne|2019-03-26|cluster_iva_AdaBoosted,a/swine/nebraska/24808/2019|h3n2|ne|2019-04-01|cluster_iva_AdaBoosted,a/swine/nebraska/27508/2019|h3n2|ne|2019-04-10|cluster_iva_AdaBoosted,a/swine/nebraska/28001/2019|h3n2|ne|2019-04-11|cluster_iva_AdaBoosted,a/swine/oklahoma/26250/2019|h3n2|ok|2019-04-05|cluster_iva_AdaBoosted,a/swine/south_dakota/32322/2019|h3n2|sd|2019-04-26|cluster_iva_AdaBoosted
a/swine/iowa/22754/2019|h3n2|ia|2019-03-25|cluster_iva_Random Forest,9.920281704275997,8.526849150560517,1.862555236452858,5.493072357053991,7.468689571572022,3.0416529086823867,3.2132926305397405,3.321605719456041,3.607674615275507,3.430560803628004,1.8106947856948563,5.151467222924009,3.898444736164504,5.588619963344007,4.2662321448120055,7.582299607340016,5.505474161411481,5.6412405304820075,5.521708121015482,2.833942429092,2.93253077458252,1.8818101639825728,5.5497283077620105,2.1494231994373068,2.9770737413750545,1.7510955273997133,6.8309351301839785,5.049865268051998,3.596779613299,3.0883388113467847,6.845201088222014,8.141581167899991,3.4958291601520064,2.0782193462340017,2.1149960333640005,3.3756282390420105,6.920462796685992,2.8968100791180027,3.6684934377625766,6.07722784950802,3.1424505494496624,2.8236080729566244,3.392557983776037,3.2231744239535045,3.664828968062337,7.38788008330397,3.0528281076229917,2.3717129322446704,1.873722485388,6.458493911919992,3.4781182878519967,3.102058221023987,3.7184187846539904,3.0223695055260023,3.093661152687217,3.2147320527786647,7.243700142221991,3.079443439626329,3.2838033053099918,3.2661356799015016,3.1627837128470015,3.1416854068563866,7.086091585258028,7.468556199427986,4.905590168724012,6.468314931030011,3.750735294821338,3.4416882882599937,3.0753974511609985,3.4776053219390017,3.3497949068475035,6.178218279343415,3.4733857754174338,2.1428762833820025,7.729860405109974,1.8800977259668552,2.3490357366920005,6.0322465662399924,3.475181292024507,2.942535785489329,2.818316937797494,3.552810450821001,3.6127365500725035,3.708089251695503,6.013953259917983,2.236320012004507,7.911554409072022,8.210617791908026,6.095517710957288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/iowa/26753/2019|h3n2|ia|2019-04-08|cluster_iva_Random Forest,9.449061315274006,8.192043459200002,3.2421283417533364,5.263005955488001,7.430606229388014,3.8779919655200015,3.928145349536004,4.191111320933991,4.090909370010118,3.780889351099992,3.0220692656160013,5.295993256702014,4.925812992061998,5.659312842044012,3.4676077071640026,6.659055581806,5.000443073715989,5.691605203775209,4.9575612935619935,3.3087831222700053,3.805500489148353,3.483198817121908,5.836943134900017,3.326789555200002,3.8020817066439943,2.994115057948,4.287250665578,5.3321631426039975,4.642273952381994,3.902457027874,6.0221015875939905,7.11529056662999,3.8531682829399942,2.9465812810779934,3.251237862429996,3.6738203236859968,4.894586737480004,3.680648118074002,4.145855885120286,5.966948488296003,3.8131938905182814,3.758953344050001,4.132528476121989,4.047635183779323,4.354187003793327,6.523500226847996,3.1379734653240003,4.2631194479379975,2.9121604199493345,4.2214781340007805,4.587376226847329,4.449398301186003,4.601935795476001,3.7029524914220016,3.857579187381952,3.9774309343632823,6.860382514580004,3.7972128317919993,3.9277855613102752,4.6103146658919885,3.755585544764001,3.956131859108,6.80221931233801,7.444046372056008,5.4808084441000045,5.430606255656,3.889961250878791,3.8415021540939978,3.851670620662002,4.289993999735997,4.392145613975327,4.9177489873820015,4.614127103213713,3.1011475129393324,6.700178187124008,3.359369786278,3.1504015091979927,5.4232150282263385,3.7372219664179966,3.3770454616053343,3.5848337149980014,4.394736922665992,4.44166057912599,4.586581295499994,5.778072802037993,3.076694006238,7.860144875334017,8.117594669140024,5.328181585486002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/iowa/28744/2019|h3n2|ia|2019-04-15|cluster_iva_Random Forest,8.663897621448013,7.361790748300009,4.712385082711671,4.801275751159997,6.962582622896005,5.199247265026004,5.220205504748004,3.9147609443319977,5.9966279220659935,4.477463193914,4.697144353963672,4.087639050520003,4.050244997852001,3.5689321679780037,4.943483700083666,5.811357747994004,4.889888496979992,3.556364195678004,4.474257127997068,4.842411460943669,5.33416581766,4.780947362346815,3.608058540628004,5.340909375705503,5.177415592285136,4.781002600302341,4.985280001845998,4.123061445199999,4.023862144802002,5.257695286288001,5.595625343962018,5.811119320158004,4.5710261094060005,4.624107947056,4.963112851817999,4.543481243954004,4.171699318426001,5.194386790994667,5.423292027974004,3.9355993388340016,5.261356310675999,5.249673586420673,3.9741745557440002,4.002092477586002,3.9016357087620013,6.031418748067996,4.8434238461679975,3.522304365243,4.68490505443967,5.078696086393999,4.393147461816997,4.67818936850699,4.189054830104,5.409133663722002,5.430140708991998,5.360581228969999,5.823439047208012,4.583808390951996,5.337123979517502,4.240185335749001,4.601871590425998,5.237939988016003,5.744691254081997,6.605747257350006,4.203803214443994,4.407832141211999,3.767339190897997,4.638332330409199,4.590854675183998,3.873230922041997,4.005630738766001,4.190812040345998,3.850819822851002,4.8884111895776705,6.211660795572008,4.703310118389201,4.935058099373999,3.8764424194860023,4.620041255188,4.517446703378342,4.918386059896809,4.199511782746006,4.016086332806006,4.021548859542007,4.688321655176002,4.8169169143419985,7.088502988320003,7.512501464618003,3.631739032312008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/iowa/32524/2019|h3n2|ia|2019-04-29|2010.1_Random Forest,2.970839924355197,3.3024013249379944,7.110576735865995,5.56518313076272,2.702318400023197,6.013761855979495,6.031264472527495,6.901303955924,6.902539375263008,7.085810212055999,6.9740349781080075,8.650939424593993,7.1293033256340035,8.320972047046004,5.394612823197993,5.066427874121988,5.193168203736015,8.549085309348003,5.392645675185987,5.869074928197988,6.582935134149487,7.5670272471539475,8.497324165719974,8.525170242671978,6.545809021713492,6.480962556160005,6.9307897375620175,8.064010432115987,6.648413648120301,6.096164854161501,4.2235879483580065,5.825136332729978,6.929541041722014,6.840533829400005,7.166428582378019,7.2842301425473295,6.745438101108,5.918774087849973,5.533017321615515,6.8519492736540135,6.086426868750002,6.265096973473474,6.828637444329996,6.803576962506006,7.410727639938026,4.5790236349679905,6.574671275540018,7.132456890476007,7.261560249618013,6.483441065033995,7.084105375439992,6.454511467319998,7.436545068224128,7.060162095713996,6.595795534462812,6.0808311992739785,4.7649478504500005,6.499345985199981,6.02960183126549,7.8085961859860085,6.657857293153996,6.151621017621492,2.255506488438858,2.659655351910002,7.8326746278919925,7.429186770114013,7.097965687885994,7.092003317905974,7.0069928214740145,6.683145878405992,6.8522274561020025,5.877697587532013,7.323048042404005,7.707972722513992,4.588900611837981,7.7932388769100305,6.993460237989195,6.927595856947992,7.139271837872004,6.305017943096392,5.703489540560543,6.259150586888005,6.305025128859986,6.180008188474674,5.4644462268187235,7.424368147621991,2.6987738806131985,3.0721658170639947,6.0266076753330085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/iowa/7190/2019|h3n2|ia|2019-01-28|cluster_iva_Random Forest,9.555167699808004,8.485968537748517,1.7332622309708594,5.496272699651993,7.434657460074023,3.033773129988389,3.0651071016814537,3.456072735592308,3.5674923501547453,3.4556297371840046,1.7972197478268561,5.163069802812012,3.932585311516504,5.6108163239460085,4.173323214594001,7.545534409032013,5.578774883063476,5.657745511794009,5.542030021371488,2.805194108437997,2.9151139748385213,1.6178414478045755,5.577132756188012,2.1938851990153063,2.9868015117990536,1.649679298795714,6.833755910325982,5.060257638761996,3.3958104160290032,3.112985592257446,6.6851901893020225,7.928839819319994,3.505214930920009,2.083867800516002,2.0861921557080008,3.405586446576512,6.884267475389991,2.8333667985360025,3.4547031327865705,6.094468815384022,3.1275781445375976,2.8025786938109576,3.514208009463636,3.2915038164455037,3.741089566422336,7.337994130315968,3.0408288327969943,2.386879413274003,1.6948807447039953,6.457872153181992,3.5328596517779967,3.090068367975989,3.776433333409989,3.017735023252002,3.042311064131552,3.1886661131526632,7.211336857227988,3.0652524984563305,3.1902520596839934,3.412261930071503,3.1789237995943336,3.1488889074877213,7.072576564038024,7.5192277898059885,4.903272454856012,6.47653687560401,3.8434972264113374,3.405018207867995,3.073376469153,3.544309818060168,3.4084545799755035,5.996945267239415,3.5337326415096033,1.9677393611200047,7.573098643989978,1.899887215050355,2.3396181525640003,6.024055812345995,3.5047355317725075,2.9225691877933286,2.7699563880574942,3.6502662016135754,3.6918708833925056,3.779755894279505,6.015377159911983,2.1092755886285084,7.889658595436022,8.193755609248022,6.080191736149287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/kansas/10948/2019|h3n2|ks|2019-02-11|cluster_iva_Random Forest,9.449061315274006,8.192043459200002,3.2421283417533364,5.263005955488001,7.430606229388014,3.8779919655200015,3.928145349536004,4.191111320933991,4.090909370010118,3.780889351099992,3.0220692656160013,5.295993256702014,4.925812992061998,5.659312842044012,3.4676077071640026,6.659055581806,5.000443073715989,5.691605203775209,4.9575612935619935,3.3087831222700053,3.805500489148353,3.483198817121908,5.836943134900017,3.326789555200002,3.8020817066439943,2.994115057948,4.287250665578,5.3321631426039975,4.642273952381994,3.902457027874,6.0221015875939905,7.11529056662999,3.8531682829399942,2.9465812810779934,3.251237862429996,3.6738203236859968,4.894586737480004,3.680648118074002,4.145855885120286,5.966948488296003,3.8131938905182814,3.758953344050001,4.132528476121989,4.047635183779323,4.354187003793327,6.523500226847996,3.1379734653240003,4.2631194479379975,2.9121604199493345,4.2214781340007805,4.587376226847329,4.449398301186003,4.601935795476001,3.7029524914220016,3.857579187381952,3.9774309343632823,6.860382514580004,3.7972128317919993,3.9277855613102752,4.6103146658919885,3.755585544764001,3.956131859108,6.80221931233801,7.444046372056008,5.4808084441000045,5.430606255656,3.889961250878791,3.8415021540939978,3.851670620662002,4.289993999735997,4.392145613975327,4.9177489873820015,4.614127103213713,3.1011475129393324,6.700178187124008,3.359369786278,3.1504015091979927,5.4232150282263385,3.7372219664179966,3.3770454616053343,3.5848337149980014,4.394736922665992,4.44166057912599,4.586581295499994,5.778072802037993,3.076694006238,7.860144875334017,8.117594669140024,5.328181585486002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/nebraska/14763/2019|h3n2|ne|2019-02-25|cluster_iva_Random Forest,8.65945762807801,7.4530954254040065,4.698765452919672,4.709817879781996,6.961475615000002,5.180314801966004,5.2080041077620045,3.9096025804779972,5.932654205275995,4.342247476883995,4.640023568423673,3.8438419927080014,4.0414587900060015,3.3897061822160066,4.937328008933666,5.840876507300003,4.831101773098563,3.3671063758200064,4.496396171749068,4.84220323277167,5.278581271005996,4.757665135841673,3.4191451455540056,5.338786563076003,5.148516724673993,4.7107897820643405,4.729990677491204,3.8943655729320032,3.926470332166002,5.245502402080003,5.580022246798017,5.852141383272008,4.396637252855999,4.589682109928001,4.959635093092005,4.488827688776,4.091753069944002,5.163020032752667,5.3975173836320005,3.8214037488720014,5.285198828589999,5.220184647012676,3.9866897405800015,3.9832882062280017,3.851085930298,6.023488933593999,4.7266934734499975,3.4526307890870016,4.641263091063671,4.950256085135999,4.141761127122998,4.600058847560991,4.137005149772001,5.311374853910008,5.4489065373279955,5.3865561413519965,5.864356382470012,4.567933811965993,5.352726087873505,4.2061372924940015,4.648981250856,5.231064185522003,5.758765731039998,6.634561746998001,4.209643580697993,4.382929179091997,3.768227257037998,4.589675100363201,4.615542366213998,3.8607815746499994,3.9726326352460006,4.19156335492,3.850351614396003,4.832203824161669,6.22519775425201,4.664833379901201,4.898067334330669,3.830642882582002,4.445566831769999,4.487138842208344,4.885817427620809,4.172117786874004,3.997751531150008,4.011073962246006,4.541988904164006,4.452578187966004,7.126987391809998,7.5283791420360044,3.556584817149723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/nebraska/23072/2019|h3n2|ne|2019-03-26|cluster_iva_Random Forest,9.985407394616008,8.543108640529992,1.697721094264855,5.655307947828004,7.665124915970027,3.2819636786440096,3.3425816041600074,3.7234521680739983,3.3196888593607423,3.248894971793997,1.707425644422854,4.927117615532007,3.916731782438003,5.545285288618006,3.9452047016940006,7.225415238891998,5.343367163285982,5.592935831741201,5.229265962178001,2.6061194077515992,3.0844875035899944,1.7831995767605744,5.856409766950012,2.157222971783304,3.1018720198479883,2.1682488651759946,6.476814645711966,4.9197078799992,3.711171129063993,3.3600014548399972,6.737614466793988,7.784170422417987,3.210996322569998,1.9667903792619958,2.110308848407997,3.089329462623997,6.427753923742012,2.7706618740380007,3.459671791498003,6.100335257940015,3.1573693712120003,2.822348923733334,3.827293820967329,3.732674014037997,4.101413036001935,7.386502724795974,2.795721310320001,2.8039838726540007,1.5477618617899993,6.023036536559997,3.911720459923989,3.378504234153994,4.255286831257996,2.7493504994270044,2.998288226684002,3.111350778997997,7.062822658376003,2.826771175645997,3.144197736889993,4.107841882956,2.8977095146479983,3.4015945317580063,7.085204426186015,7.7175033318080075,5.273606074738012,6.620762949567983,3.5370331625043963,2.9119672707139954,2.9054229446679996,3.765745558991997,3.7416960184899937,5.946100170505992,3.9134763140818887,1.6027779941415028,7.597430922557995,2.105278084448001,2.113697183465999,6.0074256850008325,3.099319450108001,2.4846575161553357,2.8062537734394963,3.8377410593279886,3.9335104078819962,4.004277933029398,6.158787981175983,1.9296239490060056,8.037088862678017,8.353128249260019,6.014678891850393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/nebraska/24808/2019|h3n2|ne|2019-04-01|cluster_iva_Random Forest,9.985407394616008,8.537258980253991,1.827615873804856,5.6481137527760055,7.646131956854028,3.2652372365940088,3.326465792332007,3.723462877127998,3.3561431157727424,3.3108783158099975,1.7238228089948548,4.934519078704007,3.9323766327280025,5.530536470098003,3.99259370976,7.251266446919996,5.325629945261982,5.571112961425201,5.279939195749996,2.6418575422116004,3.082304178741994,1.9639815708645727,5.678859356562069,2.1226470053913045,3.0906555301199896,2.1555323989599957,6.454927534473968,4.924037187171198,3.8715689965159927,3.3434138065079964,6.772173278233988,7.787086749251987,3.2812805127899978,2.0080543773819968,2.216878274721996,3.1334148994579984,6.45439217583801,2.7695378388700003,3.4343934469680035,6.100139907628014,3.1297456784731987,2.8238894288853333,3.826861238678661,3.7754713318479984,4.159021780739932,7.383718811801977,2.8000673871660013,2.787347626364,1.551841843979999,6.023036536559997,3.9065718717559874,3.3952774870519935,4.237953779743995,2.779932491721003,3.0736425079120018,3.104433547523999,7.1497279635980036,2.835673793637997,3.138850532493993,4.131449596481999,2.9019018930619978,3.385294376410005,7.085204426186015,7.7175033318080075,5.273606074738012,6.620675219489982,3.539165399680395,2.908699677539996,2.927353411402001,3.766333851119998,3.7460648455639936,5.970398226175993,3.924093568203221,1.6976761144755017,7.599720747559996,2.2736682292280013,2.137156060115999,6.0074256850008325,3.1160570650240005,2.490926143587333,2.798172462959496,3.8221527989239883,3.925641243373996,3.9872698245593994,6.158787981175983,1.9492843545400058,8.010154681304018,8.339995266340019,6.018974232468393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/nebraska/27508/2019|h3n2|ne|2019-04-10|cluster_iva_Random Forest,9.985407394616008,8.543108640529992,1.697721094264855,5.655307947828004,7.665124915970027,3.2819636786440096,3.3425816041600074,3.7234521680739983,3.3196888593607423,3.248894971793997,1.707425644422854,4.927117615532007,3.916731782438003,5.545285288618006,3.9452047016940006,7.225415238891998,5.343367163285982,5.592935831741201,5.229265962178001,2.6061194077515992,3.0844875035899944,1.7831995767605744,5.856409766950012,2.157222971783304,3.1018720198479883,2.1682488651759946,6.476814645711966,4.9197078799992,3.711171129063993,3.3600014548399972,6.737614466793988,7.784170422417987,3.210996322569998,1.9667903792619958,2.110308848407997,3.089329462623997,6.427753923742012,2.7706618740380007,3.459671791498003,6.100335257940015,3.1573693712120003,2.822348923733334,3.827293820967329,3.732674014037997,4.101413036001935,7.386502724795974,2.795721310320001,2.8039838726540007,1.5477618617899993,6.023036536559997,3.911720459923989,3.378504234153994,4.255286831257996,2.7493504994270044,2.998288226684002,3.111350778997997,7.062822658376003,2.826771175645997,3.144197736889993,4.107841882956,2.8977095146479983,3.4015945317580063,7.085204426186015,7.7175033318080075,5.273606074738012,6.620762949567983,3.5370331625043963,2.9119672707139954,2.9054229446679996,3.765745558991997,3.7416960184899937,5.946100170505992,3.9134763140818887,1.6027779941415028,7.597430922557995,2.105278084448001,2.113697183465999,6.0074256850008325,3.099319450108001,2.4846575161553357,2.8062537734394963,3.8377410593279886,3.9335104078819962,4.004277933029398,6.158787981175983,1.9296239490060056,8.037088862678017,8.353128249260019,6.014678891850393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/nebraska/28001/2019|h3n2|ne|2019-04-11|cluster_iva_Random Forest,9.985407394616008,8.543108640529992,1.697721094264855,5.655307947828004,7.665124915970027,3.2819636786440096,3.3425816041600074,3.7234521680739983,3.3196888593607423,3.248894971793997,1.707425644422854,4.927117615532007,3.916731782438003,5.545285288618006,3.9452047016940006,7.225415238891998,5.343367163285982,5.592935831741201,5.229265962178001,2.6061194077515992,3.0844875035899944,1.7831995767605744,5.856409766950012,2.157222971783304,3.1018720198479883,2.1682488651759946,6.476814645711966,4.9197078799992,3.711171129063993,3.3600014548399972,6.737614466793988,7.784170422417987,3.210996322569998,1.9667903792619958,2.110308848407997,3.089329462623997,6.427753923742012,2.7706618740380007,3.459671791498003,6.100335257940015,3.1573693712120003,2.822348923733334,3.827293820967329,3.732674014037997,4.101413036001935,7.386502724795974,2.795721310320001,2.8039838726540007,1.5477618617899993,6.023036536559997,3.911720459923989,3.378504234153994,4.255286831257996,2.7493504994270044,2.998288226684002,3.111350778997997,7.062822658376003,2.826771175645997,3.144197736889993,4.107841882956,2.8977095146479983,3.4015945317580063,7.085204426186015,7.7175033318080075,5.273606074738012,6.620762949567983,3.5370331625043963,2.9119672707139954,2.9054229446679996,3.765745558991997,3.7416960184899937,5.946100170505992,3.9134763140818887,1.6027779941415028,7.597430922557995,2.105278084448001,2.113697183465999,6.0074256850008325,3.099319450108001,2.4846575161553357,2.8062537734394963,3.8377410593279886,3.9335104078819962,4.004277933029398,6.158787981175983,1.9296239490060056,8.037088862678017,8.353128249260019,6.014678891850393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a/swine/oklahoma/26250/2019|h3n2|ok|2019-04-05|cluster_iva_Random Forest,9.999687187167996,8.547107015604016,1.8286243169628575,5.572221545581993,7.559899130294024,3.018481987505724,3.206609498153077,3.27545124664234,3.5634487631773752,3.1738551298800064,1.7707316602948557,4.992634082992012,3.883687819160503,5.44330769219801,4.199312924506002,7.517817599390013,5.496394344953479,5.480226319892008,5.473817266197486,2.7892461137439986,2.8949254184165216,1.8091935239465733,5.689044006006004,2.095711389761307,2.941186235697056,1.7415619337428565,6.781022595109981,4.921873901683993,3.530727465219,3.1055012470667784,6.678255487000018,7.877892274063997,3.2140251718320068,2.060395339378,2.0695564019680006,3.1612263388045085,6.8999375146379895,2.8958900532700023,3.4068329594700004,5.918913636628021,3.1074480540529312,2.7899595004943865,3.3681324421108347,3.335299128215505,3.759551085054335,7.3269605928739665,3.0219476921999937,2.3276290684006704,1.6887905724559984,6.412330435707992,3.3053237142539937,3.059742310523988,3.579650653851992,3.0157176068880034,3.0252849093236502,3.1628555510039984,7.161941461959993,3.0249483552629965,3.152673310005994,3.4102773890574984,3.1252345000550013,3.1235158300337207,7.2359431951920365,7.577799715667997,4.870590710136012,6.473026939964003,3.7744137212193354,3.420680941511993,3.047043075138998,3.3750847614116704,3.291908146855504,6.126699887245414,3.2961074310948635,2.1200755889940033,7.5599861723719775,1.8385151141303555,2.30824647226,5.998654102349995,3.2317050126785065,2.9004836786193318,2.7995834354614946,3.4742580907790037,3.5629642664025063,3.635606485317653,6.087715528799982,2.071971776624008,7.966265483076018,8.206629859480023,6.053533184413513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
