,antigen,antiserum,Random Forest,AdaBoosted,MLP Network,Ensemble
0,a/wisconsin/67/2005,a/swine/iowa/a01202613/2011,5.803238013722692,5.564285714285715,5.985826621918837,5.7844501166424145
1,a/perth/16/2009,a/swine/iowa/a01202613/2011,6.050597722671653,5.866666666666666,5.897573362980416,5.938279250772911
2,a/victoria/361/2011,a/swine/iowa/a01202613/2011,6.409837765179672,6.304545454545454,6.250586398734099,6.321656539486408
3,a/swine/newyork/a01104005/2011,a/swine/iowa/a01202613/2011,4.1970188003481255,4.231249999999998,3.868038714169553,4.098769171505893
4,a/wuhan/359/1995,a/swine/iowa/a01202613/2011,4.121671074025172,4.26341463414634,4.838534255719363,4.407873321296958
5,a/swine/indiana/a01202866/2011,a/swine/iowa/a01202613/2011,4.1970188003481255,4.231249999999998,3.868038714169553,4.098769171505893
6,a/sydney/5/1997,a/swine/iowa/a01202613/2011,5.9297847609995324,5.942424242424244,5.368053809349888,5.746754270924555
7,a/moscow/10/1999,a/swine/iowa/a01202613/2011,5.064560501155503,4.918749999999999,5.103294032534625,5.028868177896709
8,a/swine/texas/4199-1/1998,a/swine/iowa/a01202613/2011,5.605740782215651,5.586666666666668,5.5445603272267325,5.578989258703017
9,a/swine/iowa/1700/2007,a/swine/iowa/a01202613/2011,2.8875980303050675,3.1485714285714277,3.148826059888708,3.061665172921734
10,a/swine/minnesota/2782/2009,a/swine/iowa/a01202613/2011,2.988476059698719,3.1964912280701743,3.0172664380660446,3.0674112419449795
11,a/swine/illinois/02970/2009,a/swine/iowa/a01202613/2011,3.73591276888092,3.5790697674418626,3.6029882976763163,3.639323611333033
12,a/indiana/8/2011,a/swine/iowa/a01202613/2011,4.096246086582772,3.9122448979591833,4.044545232046396,4.0176787388627835
13,a/swine/indiana/a00968373/2012,a/swine/iowa/a01202613/2011,3.8966499309706206,3.7140625000000016,3.9562919731079753,3.855668134692866
14,a/swine/illinois/a01201606/2011,a/swine/iowa/a01202613/2011,2.2756353457701928,2.6392857142857147,2.340660812116541,2.4185272907241493
15,a/swine/iowa/a01202613/2011,a/fujian/411/2002,5.965795462591249,5.799999999999999,5.809320104041993,5.858371855544413
16,a/swine/iowa/a01202613/2011,a/wisconsin/67/2005,5.803238013722692,5.564285714285715,5.985826621918837,5.7844501166424145
17,a/swine/iowa/a01202613/2011,a/perth/16/2009,6.050597722671653,5.866666666666666,5.897573362980416,5.938279250772911
18,a/swine/iowa/a01202613/2011,a/victoria/361/2011,6.409837765179672,6.304545454545454,6.250586398734099,6.321656539486408
19,a/swine/iowa/a01202613/2011,a/swine/newyork/a01104005/2011,4.1970188003481255,4.231249999999998,3.868038714169553,4.098769171505893
20,a/swine/iowa/a01202613/2011,a/swine/iowa/a01480656/2014,4.096246086582772,3.9122448979591833,4.044545232046396,4.0176787388627835
21,a/swine/iowa/a01202613/2011,a/swine/missouri/a01476459/2012,5.718682187980791,5.531707317073169,6.074079880857261,5.774823128637074
22,a/swine/iowa/a01202613/2011,a/swine/missouri/a01410819/2014,6.478838181394263,6.560869565217391,6.426802609838121,6.488836785483258
23,a/swine/iowa/a01202613/2011,a/wuhan/359/1995,4.121671074025172,4.26341463414634,4.838534255719363,4.407873321296958
24,a/swine/iowa/a01202613/2011,a/turkey/ohio/313053/2004,3.2711373176439418,3.2795918367346935,3.280372105054514,3.277033753144383
25,a/swine/iowa/a01202613/2011,a/moscow/10/1999,5.064560501155503,4.918749999999999,5.103294032534625,5.028868177896709
