,antigen,antiserum,Random Forest,AdaBoosted,MLP Network,Ensemble
0,a/brisbane/10/2007,a/swine/michigan/a01259000/2012,5.918882076170606,5.692105263157896,6.030568606534214,5.880518648620906
1,a/perth/16/2009,a/swine/michigan/a01259000/2012,5.661493766853307,5.723076923076924,5.944201573897931,5.776257421276054
2,a/victoria/361/2011,a/swine/michigan/a01259000/2012,6.588173317781861,6.725,6.375752634998306,6.562975317593389
3,a/swine/newyork/a01104005/2011,a/swine/michigan/a01259000/2012,0.6585644452799213,0.4,1.0801550577868901,0.7129065010222705
4,a/wuhan/359/1995,a/swine/michigan/a01259000/2012,4.320560093440807,4.532558139534884,4.648696084353668,4.500604772443119
5,a/swine/indiana/a01202866/2011,a/swine/michigan/a01259000/2012,3.43169760470687,3.58360655737705,3.3510914528360796,3.455465204973333
6,a/swine/texas/4199-1/1998,a/swine/michigan/a01259000/2012,5.653594939390699,5.476086956521741,5.425999378080226,5.518560424664223
7,a/swine/iowa/1700/2007,a/swine/michigan/a01259000/2012,3.223180348792002,3.2722222222222226,3.252316574584918,3.249239715199714
8,a/swine/minnesota/2782/2009,a/swine/michigan/a01259000/2012,2.8590654371168984,3.1666666666666674,3.1343331242213983,3.0533550760016546
9,a/swine/illinois/02970/2009,a/swine/michigan/a01259000/2012,3.7631862226490442,3.636231884057971,3.526208762163013,3.6418756229566767
10,a/indiana/8/2011,a/swine/michigan/a01259000/2012,1.418054053676373,1.466666666666667,1.5770487377100542,1.4872564860176982
11,a/swine/indiana/a00968373/2012,a/swine/michigan/a01259000/2012,2.462771213460869,2.8,1.4246728596179172,2.2291480243595956
12,a/swine/illinois/a01201606/2011,a/swine/michigan/a01259000/2012,4.177007873411132,4.1838235294117645,3.7853098600718673,4.048713754298254
13,a/swine/iowa/a01202613/2011,a/swine/michigan/a01259000/2012,3.8197095080246917,3.7081395348837205,3.6989428274355824,3.7422639567813314
14,a/swine/iowa/a01049750/2011,a/swine/michigan/a01259000/2012,3.817962745401827,3.818292682926831,3.8716768927081517,3.8359774403456033
15,a/swine/texas/a01049914/2011,a/swine/michigan/a01259000/2012,3.8197095080246917,3.7081395348837205,3.6989428274355824,3.7422639567813314
