,antigen,antiserum,Random Forest,AdaBoosted,MLP Network,Ensemble
0,a/fujian/411/2002,a/swine/indiana/a00968373/2012,5.937799548513564,5.574074074074074,5.864708153311008,5.792193925299549
1,a/wisconsin/67/2005,a/swine/indiana/a00968373/2012,6.377133637266599,6.433333333333333,6.121892296174066,6.310786422258
2,a/brisbane/10/2007,a/swine/indiana/a00968373/2012,5.712475764976704,5.595238095238097,5.95043620093203,5.752716687048943
3,a/perth/16/2009,a/swine/indiana/a00968373/2012,5.937799548513564,5.574074074074074,5.864708153311008,5.792193925299549
4,a/victoria/361/2011,a/swine/indiana/a00968373/2012,6.491319034330084,6.599999999999999,6.293066391259459,6.461461808529847
5,a/swine/newyork/a01104005/2011,a/swine/indiana/a00968373/2012,0.007011389259110225,0.0,0.3346403755332578,0.11388392159745601
6,a/swine/missouri/a01410819/2014,a/swine/indiana/a00968373/2012,6.0478293488183015,5.728571428571429,6.550250534122516,6.108883770504082
7,a/wuhan/359/1995,a/swine/indiana/a00968373/2012,4.313831958967281,4.34,4.664515486616737,4.439449148528006
8,a/swine/indiana/a01202866/2011,a/swine/indiana/a00968373/2012,3.506634252054281,3.463888888888888,3.330824672656687,3.433782604533285
9,a/moscow/10/1999,a/swine/indiana/a00968373/2012,5.067582325871931,5.040540540540541,5.0074276771008135,5.038516847837762
10,a/swine/texas/4199-1/1998,a/swine/indiana/a00968373/2012,5.608650611121476,5.463636363636365,5.436067915205913,5.502784963321251
11,a/swine/iowa/1700/2007,a/swine/indiana/a00968373/2012,3.0382841914649465,3.448571428571429,2.9139220408522752,3.13359255362955
12,a/swine/minnesota/2782/2009,a/swine/indiana/a00968373/2012,2.256088976183959,2.504347826086956,2.7746361889886346,2.5116909970865167
13,a/swine/illinois/02970/2009,a/swine/indiana/a00968373/2012,3.506634252054281,3.463888888888888,3.330824672656687,3.433782604533285
14,a/indiana/8/2011,a/swine/indiana/a00968373/2012,0.4374665251154279,0.5,1.0140724263609753,0.6505129838254677
15,a/swine/indiana/a00968373/2012,a/fujian/411/2002,5.937799548513564,5.574074074074074,5.864708153311008,5.792193925299549
16,a/swine/indiana/a00968373/2012,a/perth/16/2009,5.937799548513564,5.574074074074074,5.864708153311008,5.792193925299549
17,a/swine/indiana/a00968373/2012,a/victoria/361/2011,6.491319034330084,6.599999999999999,6.293066391259459,6.461461808529847
18,a/swine/indiana/a00968373/2012,a/swine/newyork/a01104005/2011,0.007011389259110225,0.0,0.3346403755332578,0.11388392159745601
19,a/swine/indiana/a00968373/2012,a/swine/iowa/a01480656/2014,0.007011389259110225,0.0,0.3346403755332578,0.11388392159745601
20,a/swine/indiana/a00968373/2012,a/swine/missouri/a01476459/2012,6.491319034330084,6.599999999999999,6.293066391259459,6.461461808529847
21,a/swine/indiana/a00968373/2012,a/swine/missouri/a01410819/2014,6.0478293488183015,5.728571428571429,6.550250534122516,6.108883770504082
22,a/swine/indiana/a00968373/2012,a/wuhan/359/1995,4.313831958967281,4.34,4.664515486616737,4.439449148528006
23,a/swine/indiana/a00968373/2012,a/turkey/ohio/313053/2004,3.0382841914649465,3.448571428571429,2.9139220408522752,3.13359255362955
24,a/swine/indiana/a00968373/2012,a/sydney/5/1997,5.947088751936827,5.848148148148149,5.264611819963872,5.686616240016282
25,a/swine/indiana/a00968373/2012,a/swine/texas/4199-1/1998,5.608650611121476,5.463636363636365,5.436067915205913,5.502784963321251
26,a/swine/indiana/a00968373/2012,a/swine/colorado/23619/1999,5.067582325871931,5.040540540540541,5.0074276771008135,5.038516847837762
27,a/swine/indiana/a00968373/2012,a/swine/minnesota/1146/2006,2.868698019314381,3.01063829787234,3.0532078927159167,2.9775147366342125
28,a/swine/indiana/a00968373/2012,a/swine/iowa/1700/2007,3.0382841914649465,3.448571428571429,2.9139220408522752,3.13359255362955
29,a/swine/indiana/a00968373/2012,a/swine/minnesota/2782/2009,2.256088976183959,2.504347826086956,2.7746361889886346,2.5116909970865167
30,a/swine/indiana/a00968373/2012,a/swine/illinois/02970/2009,3.506634252054281,3.463888888888888,3.330824672656687,3.433782604533285
31,a/swine/indiana/a00968373/2012,a/swine/pennsylvania/a01076777/2010,3.506634252054281,3.463888888888888,3.330824672656687,3.433782604533285
32,a/swine/indiana/a00968373/2012,a/indiana/8/2011,0.4374665251154279,0.5,1.0140724263609753,0.6505129838254677
